3808.0,3808.000000000061,3806.8248719025614
3808.0,3808.000000000029,3807.3218479836414
3808.0,3808.000000000027,3807.62163442538
3807.8,3807.800000000003,3807.761346136456
3808.0,3808.0000000000164,3807.861429099476
3808.0,3808.000000000023,3808.028148959176
3808.0,3808.000000000049,3808.2698055150986
3808.0,3808.000000000032,3808.488468192064
3808.0,3808.0000000000173,3808.5532862795912
3808.0,3808.000000000034,3808.401258214159
3808.6,3808.6000000000413,3808.0909088726994
3807.6,3807.600000000021,3807.768639847199
3807.6,3807.6000000000563,3807.5714404624673
3807.6,3807.600000000005,3807.536308282485
3807.6,3807.599999999991,3807.581904712307
3808.4,3808.400000000045,3807.575185713058
3807.4,3807.4,3807.433684731223
3808.4,3808.3999999999974,3807.1882666831166
3806.0,3805.9999999999977,3806.96044672075
3806.0,3805.9999999999773,3806.8712734902138
3807.8,3807.7999999999633,3806.94915361265
3806.2,3806.199999999992,3807.1048788728194
3807.0,3806.999999999977,3807.192852751898
3807.0,3806.999999999971,3807.1142298788964
3807.0,3806.999999999984,3806.8868030638732
3807.0,3806.999999999974,3806.630665179527
3806.2,3806.199999999967,3806.4802234151157
3806.8,3806.799999999956,3806.486943059606
3807.0,3806.9999999999527,3806.583820690887
3807.0,3806.999999999973,3806.6371979888304
3806.2,3806.1999999999507,3806.5474273151563
3806.0,3805.9999999999714,3806.3241008449404
3806.0,3805.999999999975,3806.0803038903277
3806.0,3805.9999999999545,3805.9498853130044
3806.0,3805.999999999958,3805.9883730972597
3806.0,3805.9999999999854,3806.1303413736123
3806.8,3806.799999999978,3806.2347987889325
3806.0,3805.9999999999563,3806.1857344083633
3805.6,3805.599999999953,3805.974561797653
3805.6,3805.5999999999676,3805.704460315145
3805.6,3805.5999999999444,3805.5138033253297
3805.4,3805.399999999986,3805.4750562839836
3805.4,3805.3999999999523,3805.5433334072254
3805.4,3805.3999999999264,3805.592187247204
3806.0,3805.9999999999272,3805.510049850341
3805.6,3805.599999999958,3805.286122348757
3805.2,3805.200000000009,3805.022166906018
3805.0,3804.9999999999527,3804.860989312789
3805.0,3804.9999999999714,3804.883569882021
3804.8,3804.7999999999956,3805.0499392749716
3804.8,3804.8000000000166,3805.227018835361
3805.0,3805.00000000003,3805.2831043297115
3805.0,3805.000000000011,3805.1800356142426
3804.8,3804.800000000004,3804.995999119376
3805.0,3805.000000000012,3804.8629300179878
3805.8,3805.8000000000275,3804.865178642682
3804.8,3804.8000000000147,3804.9744886917697
3804.8,3804.800000000042,3805.069586573987
3804.8,3804.8000000000256,3805.026427788797
3804.8,3804.800000000022,3804.813062155017
3804.6,3804.600000000023,3804.519390479974
3804.6,3804.600000000031,3804.2995311281584
3804.8,3804.80000000004,3804.2683372249185
3804.4,3804.40000000002,3804.4270323979504
3804.8,3804.8000000000575,3804.6714766675163
3804.4,3804.400000000015,3804.875984552515
3804.8,3804.8000000000407,3804.990330966859
3804.8,3804.7999999999993,3805.0781314062283
3805.0,3804.999999999974,3805.2680786963556
3805.0,3805.0000000000136,3805.6537764976365
3805.8,3805.8000000000516,3806.215968492581
