@relation direction

@attribute price real
@attribute smoothprice5 real
@attribute smoothprice5-derivative real
@attribute smoothprice10 real
@attribute smoothprice10-derivative real
@attribute smoothprice25 real
@attribute smoothprice25-derivative real
@attribute direction {UP, DOWN}

@data
3650.0,3649.9999999999995,-4.547473508864641E-13,3649.9999999999995,-4.547473508864641E-13,3649.9999999999995,-4.547473508864641E-13,UP
3648.2,3649.0999999999995,-0.900000000000091,3649.0999999999995,-0.900000000000091,3649.0999999999995,-0.900000000000091,UP
3641.8,3646.1800000000003,-2.9199999999991633,3646.1800000000003,-2.9199999999991633,3646.1800000000003,-2.9199999999991633,UP
3645.0,3645.7866666666664,-0.3933333333338851,3645.7866666666664,-0.3933333333338851,3645.7866666666664,-0.3933333333338851,UP
3648.4,3646.253333333333,0.466666666666697,3646.533333333333,0.7466666666664423,3646.533333333333,0.7466666666664423,UP
3649.6,3647.2266666666665,0.9733333333333576,3647.2999999999997,0.7666666666668789,3647.2999999999997,0.7666666666668789,UP
3649.8,3648.293333333333,1.066666666666606,3647.855555555555,0.5555555555552019,3647.855555555555,0.5555555555552019,UP
3648.4,3648.786666666667,0.49333333333379414,3647.964444444445,0.10888888888985093,3647.964444444445,0.10888888888985093,UP
3645.0,3647.7066666666665,-1.080000000000382,3647.425454545454,-0.5389898989906214,3647.425454545454,-0.5389898989906214,UP
3650.0,3648.2933333333335,0.5866666666670426,3647.8545454545447,0.42909090909051884,3647.8545454545447,0.42909090909051884,UP
3648.0,3648.1066666666666,-0.18666666666695164,3647.876923076923,0.022377622378371598,3647.876923076923,0.022377622378371598,UP
3646.0,3647.3599999999997,-0.7466666666668971,3647.6087912087914,-0.2681318681316043,3647.6087912087914,-0.2681318681316043,UP
3649.4,3648.0000000000005,0.6400000000007822,3647.8505494505494,0.24175824175790694,3647.847619047619,0.23882783882754666,UP
3646.2,3647.506666666666,-0.4933333333342489,3647.6417582417585,-0.20879120879089896,3647.641666666667,-0.20595238095211243,UP
3645.0,3646.5333333333333,-0.9733333333329028,3647.3032967032964,-0.33846153846207017,3647.3308823529414,-0.3107843137254349,UP
3648.0,3646.8933333333334,0.36000000000012733,3647.4285714285716,0.12527472527517602,3647.40522875817,0.07434640522842528,UP
3646.4,3646.72,-0.17333333333363043,3647.257142857143,-0.17142857142835055,3647.2994152046786,-0.10581355349131627,UP
3646.4,3646.52,-0.1999999999998181,3647.0703296703296,-0.18681318681365155,3647.20947368421,-0.08994152046852832,UP
3645.2,3646.12,-0.40000000000009095,3646.734065934066,-0.33626373626339046,3647.018095238095,-0.19137844611486798,UP
3646.4,3646.186666666667,0.06666666666706078,3646.6175824175825,-0.11648351648364041,3646.961904761904,-0.05619047619120465,UP
3650.0,3647.3599999999997,1.173333333332721,3647.052747252747,0.4351648351644144,3647.2260869565216,0.26418219461766057,UP
3646.8,3647.3333333333335,-0.026666666666187666,3647.0131868131866,-0.03956043956031863,3647.190579710145,-0.0355072463767101,UP
3649.2,3648.08,0.7466666666664423,3647.2967032967035,0.2835164835169053,3647.3513333333335,0.16075362318861153,UP
3649.4,3648.7066666666665,0.6266666666665515,3647.617582417582,0.3208791208785442,3647.5089230769236,0.1575897435900515,UP
3650.0,3649.253333333333,0.5466666666666242,3648.008791208792,0.3912087912099196,3647.693447293448,0.18452421652455087,UP
