value,filter,filter
3583.2,3580.754071,0.411421474
3584.2,3580.912585,1.126314978
3584.2,3581.075879,0.801703581
3584.2,3581.243742,0.501635327
3584.4,3581.415856,0.413104285
3584.2,3581.591643,-0.05177831
3583.6,3581.770116,-0.845155615
3584.2,3581.949768,-0.419692349
3584.8,3582.129167,-0.049261265
3584.4,3582.307463,-0.669148134
3584.8,3582.484063,-0.467341527
3584.4,3582.658285,-1.044800567
3584.2,3582.829226,-1.365936137
3584.2,3582.995663,-1.458358026
3584.2,3583.156257,-1.535882212
3584.6,3583.309885,-1.223707265
3584.6,3583.455856,-1.321127151
3584.6,3583.593846,-1.403109733
3584.6,3583.723667,-1.470552372
3584.8,3583.845207,-1.336518576
3584.8,3583.958522,-1.401107974
3584.8,3584.06381,-1.452245074
3585.2,3584.161391,-1.115169943
3586.2,3584.252031,-0.250116437
3586.2,3584.337279,-0.428248295
3586.4,3584.419125,-0.398047414
3586.6,3584.49946,-0.372065396
3586.8,3584.579962,-0.349906958
3587.2,3584.662185,-0.143382415
3587.2,3584.747585,-0.339196491
3588.8,3584.83772,0.989862208
3588.2,3584.934521,0.085210441
3589.4,3585.040065,0.973618232
3586.6,3585.155676,-2.010133777
3589.4,3585.281337,0.628822195
3588.2,3585.416542,-0.808293246
3587,3585.560578,-2.073017637
3589.4,3585.711959,0.20473814
3588.8,3585.86946,-0.608104404
3589.4,3586.032742,-0.196261401
3589,3586.201535,-0.773340216
3588.8,3586.375141,-1.091237641
3588.8,3586.552318,-1.177988705
3588.8,3586.731473,-1.247803491
3589,3586.910999,-1.114063143
3588.8,3587.089407,-1.364980859
3587.2,3587.264908,-2.892066787
3586.8,3587.434648,-3.091131641
3588.2,3587.595213,-1.553394292
3588.2,3587.744221,-1.499944289
3588.4,3587.880749,-1.252971058
3588,3588.004529,-1.58811585
3588.4,3588.115434,-1.119080324
3588.6,3588.213608,-0.883099813
3588.6,3588.299642,-0.854166384
3588.2,3588.374306,-1.195656822
3588.4,3588.438196,-0.921957148
3586.6,3588.49143,-2.549147711
3586.6,3588.533152,-2.271694166
3586.6,3588.561793,-2.006409607
3587.4,3588.576216,-1.002053023
3586.6,3588.576248,-1.606835095
3586.8,3588.562186,-1.184275765
3587.6,3588.534625,-0.234157609
3588,3588.495011,0.235235222
3588,3588.445698,0.277196833
3589,3588.389527,1.25656702
3589.8,3588.32991,1.928276005
3589.8,3588.270887,1.759850543
3589.8,3588.216433,1.602609281
3589.8,3588.169787,1.456005947
3589.8,3588.133338,1.319515283
3589.8,3588.108732,1.19263204
3589.2,3588.096842,0.511415071
3589.2,3588.097626,0.473100706
3589.6,3588.110401,0.814108899
3590,3588.134509,1.111322156
3588.6,3588.169309,-0.322881711
3588.6,3588.21338,-0.268367787
3589.8,3588.264719,0.910882258
3589.8,3588.321966,0.819384863
3589.8,3588.38459,0.734611166
3590.4,3588.452321,1.219669862
3591,3588.525218,1.639978029
3591,3588.60385,1.436276225
3591.2,3588.688936,1.434690383
3590.4,3588.780801,0.484116289
3589.4,3588.878737,-0.545261481
3590.2,3588.980889,0.241692387
3590,3589.085174,-0.004803509
3589.8,3589.189859,-0.221798704
3590,3589.293359,-0.035504326
3590,3589.394249,-0.058358877
3588.6,3589.491092,-1.392389898
3588.8,3589.581879,-1.055396301
3589.8,3589.664477,0.001774108
3589.8,3589.73779,-0.004022472
3588.6,3589.801525,-1.135017399
3588.8,3589.855076,-0.808154337
3589,3589.897537,-0.512543306
3589,3589.928429,-0.434350913
3588,3589.947595,-1.299641612
3588.4,3589.954667,-0.736541286
3586.6,3589.948887,-2.298423295
3587.2,3589.929009,-1.402548572
3587,3589.893736,-1.350503955
3586.2,3589.842229,-1.854874166
3586.2,3589.773839,-1.531098527
3586,3589.688024,-1.418085947
3586,3589.584674,-1.115801882
3586.6,3589.464362,-0.27291136
3585.4,3589.328292,-1.213175733
3585.4,3589.177667,-0.90156751
3585.2,3589.013382,-0.802735233
3586.2,3588.836612,0.422645109
3586.2,3588.649448,0.566471234
3585.8,3588.454653,0.318754658
3585.6,3588.254835,0.290929022
3585.4,3588.052071,0.26934074
3585.4,3587.84806,0.441166326
3585.6,3587.644385,0.782204553
3585.2,3587.442623,0.518523911
3585.2,3587.244175,-0.464467706
3584,3587.049902,0.930565709
3585,3586.860047,0.843809784
3584,3586.67466,0.014165842
3583.6,3586.493633,-0.149841986
3583.6,3586.31638,0.086584472
3583.6,3586.142171,0.298767688
3583.6,3585.970575,0.487951703
3583,3585.801355,0.091902489
3583.6,3585.634297,0.87297603
3582,3585.469118,-0.506673361
3583.2,3585.30531,0.91380261
3582.2,3585.142377,0.097644741
3582.4,3584.980022,0.507864155
3582.6,3584.81806,0.869593009
3582,3584.656539,0.434440555
3582.4,3584.495631,0.989965572
3582,3584.335563,0.724509403
3582,3584.176638,0.863715257
3581,3584.018944,0.043843433
3581,3583.862047,0.262328251
3581,3583.705205,0.455784231
3581,3583.547894,0.625648352
3581,3583.389998,0.773320563
3581.2,3583.231761,1.087981435
3581.2,3583.073795,1.171720122
3580.6,3582.916844,0.675288699
3581.2,3582.761514,1.361042229
3581.2,3582.608509,1.393666112
3581.6,3582.458931,1.788827882
3580.2,3582.313895,0.434404691
3581,3582.173919,1.303191302
3580.4,3582.039072,0.745232744
3581.6,3581.909598,1.938031749
3580.4,3581.786073,0.721463899
3581.8,3581.669178,2.084266682
3581.8,3581.559864,1.954993467
3582,3581.459561,2.012903564
3580.4,3581.369399,0.356813759
3581.6,3581.289484,1.52099215
3581.8,3581.219586,1.594940686
3580.6,3581.159685,0.330874395
3580.2,3581.109117,-0.038021936
3579,3581.065928,-1.117317734
3579,3581.027159,-0.936783941
3579,3580.989576,-0.773225086
3579,3580.950438,-0.625650501
3580,3580.907942,0.445987457
3579.2,3580.861334,-0.304836305
3579,3580.81031,-0.403502179
3578.6,3580.754315,-0.677493165
3578,3580.692448,-1.103943215
3578,3580.623571,-0.910200743
3578,3580.54663,-0.73417242
3578,3580.461024,-0.574880439
3578.2,3580.366715,-0.243559069
3578,3580.264164,-0.326344022
3578,3580.15413,-0.210190829
3577.2,3580.037337,-0.858486367
3578.2,3579.914385,0.265629027
3577.2,3579.786034,-0.62399826
3577.2,3579.653071,-0.465613919
3578,3579.516204,0.428138221
3577,3579.376416,-0.477859083
3578,3579.234885,0.6042332
3578,3579.092999,0.614289596
3577,3578.952313,-0.321291771
3577.6,3578.813947,0.357721239
3578.2,3578.678818,0.953045008
3578,3578.548317,0.718720577
3577,3578.423806,-0.245721202
3577,3578.305741,-0.156582802
3579,3578.194247,1.800177898
3579,3578.090537,1.632905163
3579,3577.996844,1.471486093
3579.8,3577.915412,2.067338398
3579.2,3577.848194,1.260187896
3579.8,3577.796704,1.662977985
3580,3577.762008,1.626930365
3579.4,3577.7448,0.828122025
3579.8,3577.745138,1.052645876
3580.4,3577.762631,1.426480875
3579.8,3577.796881,0.614201279
3581,3577.847411,1.578959244
3580.4,3577.91372,0.722730618
3581.2,3577.995313,1.271764287
3582,3578.09182,1.741054639
3582,3578.203302,1.384913363
3582.2,3578.329952,1.242199256
3582.2,3578.471595,0.912821047
3584,3578.627969,2.29920098
3582.8,3578.799162,0.680395368
3583.8,3578.985156,1.306277455
3582.6,3579.185209,-0.225144513
3584,3579.397927,0.859798398
3580.8,3579.621156,-2.517488265
3584,3579.851798,0.525275195
3583,3580.086928,-0.746878741
3580.8,3580.323998,-2.997588955
3580.8,3580.559154,-2.901233572
3580.2,3580.787235,-3.364500991
3581.6,3581.00345,-1.87548984
3582,3581.204626,-1.49248962
3581.8,3581.389362,-1.711685252
3581.2,3581.556995,-2.27213502
3582,3581.706912,-1.438546693
3581.6,3581.838855,-1.822956365
3580.4,3581.952745,-2.902641012
3580,3582.047842,-3.084375416
3581.6,3582.12312,-1.34525728
3578.2,3582.177969,-4.498181268
3580,3582.211488,-2.362553884
3580.6,3582.222927,-1.588221696
3578.2,3582.212585,-3.710056033
3577.6,3582.18038,-3.861998827
3578.8,3582.125315,-2.274697643
3579,3582.047243,-1.794087537
3579.2,3581.947641,-1.353460636
3579.2,3581.828945,-1.138815317
3579.4,3581.693991,-0.749126971
3580.2,3581.546015,0.167896035
3581,3581.388978,0.979780636
3580.2,3581.227406,0.190240051
3581,3581.065573,0.999228591
3581,3580.907274,0.957987932
3580.2,3580.755814,0.16701379
3580,3580.613452,0.035320746
3579.6,3580.481201,-0.265276621
3580,3580.359324,0.226519239
3579.6,3580.247829,-0.089069836
3580.8,3580.14681,1.139459363
3580.8,3580.056853,1.091041514
3579.6,3579.978709,-0.083407966
3580.6,3579.912472,0.950611142
3580.6,3579.857881,0.919397074
3581,3579.814992,1.26350308
3581.6,3579.784228,1.747975308
3581.6,3579.766298,1.601016509
3580.6,3579.761705,0.522266302
3582,3579.770265,1.822443677
3580,3579.79129,-0.236070862
3582.4,3579.823782,2.083410672
3582.6,3579.867215,2.048386845
3582.8,3579.922123,2.002720702
3581.2,3579.988953,0.257170726
3583.8,3580.067309,2.65974269
3580.2,3580.156342,-1.064204606
3582.8,3580.25451,1.481093713
3580,3580.359489,-1.357200324
3582.8,3580.468798,1.407805406
3580.6,3580.580286,-0.860570083
3580.8,3580.691849,-0.601804911
3580.8,3580.80095,-0.5577595
3581.8,3580.905361,0.423644399
3581.2,3581.003861,-0.217206026
3581.2,3581.095753,-0.217978942
3581.2,3581.180336,-0.21767042
3581,3581.256939,-0.404178012
3581.2,3581.325032,-0.190526143
3580,3581.38405,-1.315857254
3580,3581.432995,-1.171864775
3579.2,3581.470352,-1.787426185
3579.2,3581.494403,-1.565374046
3578.4,3581.503424,-2.108439575
3578,3581.495676,-2.194889465
3578,3581.469483,-1.877510024
3578,3581.423647,-1.581512991
3578.4,3581.35785,-0.930529217
3579.2,3581.272936,0.028977721
3577.4,3581.170626,-1.563719938
3577.2,3581.052293,-1.451008167
3577,3580.918457,-1.337338987
3577,3580.769523,-1.035525447
3577,3580.606297,-0.757569728
3577,3580.430035,-0.502507341
3577.2,3580.242421,-0.081561664
3576.8,3580.045446,-0.26865315
3576,3579.840947,-0.80272112
3576.2,3579.630216,-0.323969448
3575,3579.414048,-1.209259871
3575.2,3579.192797,-0.661285722
3575,3578.966607,-0.543538064
3575,3578.735857,-0.242482384
3575,3578.501282,0.030270963
3575,3578.263925,0.276065682
3573,3578.024652,-1.381956957
3573.8,3577.783464,-0.198872234
3572,3577.539654,-1.589923142
3572,3577.292072,-1.108553647
3573,3577.039569,0.269560227
3572.8,3576.782051,0.362377864
3573.8,3576.520777,1.574759193
3573,3576.257858,0.947979806
3572.8,3575.995487,0.95743355
3572.8,3575.735376,1.152047974
3572.8,3575.478943,1.320446091
3572.8,3575.227599,1.464186514
3572.8,3574.982747,1.584790334
3572.8,3574.74573,1.683739835
3573.2,3574.517885,2.138113966
3573.8,3574.3008,2.714299435
3574,3574.096504,2.829613675
3573.4,3573.907069,2.161350149
3574.4,3573.734126,3.060251146
3574.8,3573.579196,3.267943838
3576,3573.444301,4.178514199
3574.8,3573.331719,2.696229995
3574.6,3573.24286,2.306811938
3576.8,3573.178159,4.198219405
3575,3573.138072,2.076092677
3575,3573.12258,1.876203243
3575,3573.130327,1.682179026
3575,3573.15922,1.494352039
3575,3573.207009,1.313013618
3575,3573.271351,1.138415588
3574,3573.349642,0.031679865
3574,3573.438684,-0.010843206
3575.6,3573.535235,1.448923619
3576.2,3573.637368,1.780912667
3575.4,3573.744527,0.739845782
3575.6,3573.85622,0.749140736
3575.8,3573.971525,0.745408368
3574,3574.089119,-1.148142561
3574.6,3574.206823,-0.562211784
3573,3574.321639,-2.113612724
3573,3574.430054,-1.969540725
3574,3574.528618,-0.894290706
3573,3574.61483,-1.822760241
3574,3574.687145,-0.754723988
3574,3574.744832,-0.750881911
3574,3574.788056,-0.746306688
3574.2,3574.817522,-0.553125975
3574,3574.834188,-0.758352205
3574,3574.839117,-0.749800182
3574,3574.833354,-0.740424541
3573.8,3574.817925,-0.918036712
3572.8,3574.793564,-1.822495967
3573.8,3574.760556,-0.731469766
3572.8,3574.71915,-1.644802536
3572.8,3574.669621,-1.501437106
3572,3574.611874,-2.11723868
3572.6,3574.545543,-1.331551865
3571.8,3574.470387,-1.944786135
3571,3574.386104,-2.472059028
3571,3574.291933,-2.167822728
3571,3574.187011,-1.883273885
3571.6,3574.0711,-1.054271237
3570.8,3573.944735,-1.629110259
3570.4,3573.808614,-1.747044679
3570.2,3573.663085,-1.648587758
3570.4,3573.508398,-1.1718131
3570.4,3573.345181,-0.928066304
3570.4,3573.174527,-0.703570547
3570.2,3572.997786,-0.685345936
3570.2,3572.816353,-0.473367061
3570.2,3572.631625,-0.279773682
3570,3572.445015,-0.291561267
3570,3572.257868,-0.108682182
3570,3572.071444,0.056743535
3568.2,3571.886588,-1.484809074
3568,3571.703013,-1.327218248
3567.4,3571.519331,-1.55018923
3567,3571.333781,-1.543330232
3566.6,3571.144577,-1.521294314
3567,3570.950193,-0.73440686
3566,3570.749614,-1.344579173
3566,3570.542089,-0.928219286
3565,3570.326796,-1.487575276
3566.4,3570.103112,0.289935096
3565.2,3569.871173,-0.580195281
3567.2,3569.632067,1.667959641
3567.2,3569.388088,1.76602501
3570,3569.143251,4.474453139
3570,3568.903413,4.205205853
3570,3568.675261,3.940409496
3567.2,3568.464079,1.051096788
3567.2,3568.272045,1.127010148
3567,3568.098783,0.999843862
3567.2,3567.943092,1.257733591
3567,3567.803796,1.1017516
3567.2,3567.67978,1.332934553
3567.2,3567.570025,1.340101471
3567.2,3567.473636,1.337163702
3567.2,3567.389766,1.325024346
3567,3567.317522,1.116731539
3567,3567.255891,1.112349797
3567.2,3567.203818,1.287568454
3569.4,3567.160888,3.309960585
3569.6,3567.128228,3.189454252
3567.4,3567.107641,0.803640196
3567.2,3567.099355,0.569306464
3567.2,3567.101696,0.543562082
3569.2,3567.112893,2.39219746
3569,3567.132539,1.935592033
3567,3567.160804,-0.175469469
3569,3567.196963,1.7166053
3569,3567.240133,1.490250323
3569,3567.290241,1.27515561
3569,3567.347392,1.071264767
3568,3567.411158,-0.060597872
3568,3567.480256,-0.124368963
3568.2,3567.552809,0.003023949
3568.4,3567.627091,0.110253686
3568.2,3567.701804,-0.176743817
3568.2,3567.775837,-0.24581545
3567.4,3567.847954,-1.061229655
3567.2,3567.916501,-1.213907462
3567.2,3567.979511,-1.156361188
3568.2,3568.035405,-0.162297052
3567.4,3568.083489,-0.979002747
3567.4,3568.123481,-0.944782888
3568.2,3568.15518,-0.160167242
3567.4,3568.178772,-0.973295426
3567.2,3568.194537,-1.123296007
3568.2,3568.202613,-0.123676536
3567,3568.203388,-1.310398103
3567,3568.197186,-1.223354943
3567,3568.183885,-1.140247831
3566.8,3568.1633,-1.248771287
3566.8,3568.135388,-1.14957203
3566.6,3568.100188,-1.243276613
3566,3568.05768,-1.693945869
3565.4,3568.007462,-2.080096908
3566,3567.948818,-1.279134686
3566.4,3567.881475,-0.75154497
3566.4,3567.806104,-0.6565367
3565.6,3567.723794,-1.319196465
3565.6,3567.635286,-1.142344772
3565.6,3567.540952,-0.977432211
3565.4,3567.441185,-1.011843477
3565.2,3567.336437,-1.033731483
3565.6,3567.227202,-0.480719436
3565,3567.114135,-0.927180218
3565,3566.99787,-0.749045852
3565,3566.878886,-0.584666579
3565,3566.757704,-0.433481972
3563.4,3566.63465,-1.79748333
3565,3566.509544,0.020303664
3562.6,3566.381991,-2.1306521
3562.4,3566.251055,-1.943041216
3562,3566.114877,-1.947801507
3562.4,3565.971561,-1.182632025
3561.6,3565.819856,-1.621962398
3562.4,3565.659108,-0.490489636
3562.6,3565.489465,-0.047886868
3561.6,3565.311847,-0.779469997
3561.6,3565.127143,-0.475033418
3561.4,3564.935905,-0.385960714
3561,3564.738633,-0.487376441
3561,3564.535831,-0.192473325
3560.8,3564.328046,-0.113623155
3560.8,3564.115984,0.149778713
3560.2,3563.900416,-0.177296431
3560.2,3563.681979,0.10423078
3560.4,3563.461277,0.544763249
3560.2,3563.239185,0.558722111
3561.4,3563.017075,1.886621392
3561.4,3562.797106,1.921499764
3561.2,3562.58199,1.754460772
3561.4,3562.374257,1.973618041
3561.8,3562.176129,2.343480096
3561.8,3561.989772,2.279545115
3562,3561.817232,2.396437895
3561.4,3561.660116,1.732297324
3562.6,3561.519533,2.825453442
3561.4,3561.396323,1.51553029
3562.6,3561.291014,2.603201047
3562.6,3561.203984,2.416013126
3562.6,3561.135711,2.232249779
3562.6,3561.086442,2.052328077
3562.6,3561.055945,1.876629731
3562.8,3561.043626,1.893319822
3562.8,3561.048686,1.703475935
3562.8,3561.070157,1.520298723
3563.4,3561.106979,1.907439061
3563.6,3561.15829,1.855174803
3563.2,3561.223373,1.227533434
3561.6,3561.300835,-0.466686566
3564.8,3561.38855,2.545516796
3562,3561.484784,-0.456499116
3564.8,3561.588318,2.153079839
3562.8,3561.698087,-0.074627392
3562,3561.812637,-0.917467672
3564.8,3561.929893,1.721185909
3561.6,3562.048138,-1.604806444
3563.8,3562.165846,0.5393299
3561.4,3562.281067,-1.899165883
3563.8,3562.391842,0.466659401
3561.4,3562.496529,-1.963284022
3563.8,3562.593833,0.410900759
3562.2,3562.682949,-1.259627977
3562,3562.763275,-1.413573165
3561.8,3562.833735,-1.543328177
3562,3562.893063,-1.274805906
3562,3562.940431,-1.220164414
3562,3562.975521,-1.166439124
3562,3562.998399,-1.113642205
3561.8,3563.009365,-1.249608248
3562,3563.008865,-0.987303719
3561.8,3562.997515,-1.126725844
3562.2,3562.97615,-0.680055364
3562,3562.94586,-0.846527319
3562.2,3562.907918,-0.61322058
3562.2,3562.863678,-0.592367619
3562.2,3562.814525,-0.57107202
3561.6,3562.76167,-1.11286342
3562,3562.705941,-0.644474504
3562.2,3562.648067,-0.415394892
3561.8,3562.588952,-0.774573298
3561.8,3562.529393,-0.710637043
3562.2,3562.469992,-0.273860106
3562,3562.411453,-0.450495139
3562.4,3562.354618,-0.039788972
3563,3562.300551,0.510262568
3563.8,3562.250888,1.179065793
3564,3562.207924,1.196162751
3564.2,3562.174172,1.201575651
3564.2,3562.151837,1.008546424
3564.2,3562.142537,0.829505319
3564.4,3562.147284,0.851732706
3564.4,3562.16661,0.675459804
3564.4,3562.200628,0.513079025
3564.8,3562.249104,0.739652516
3564.4,3562.311554,0.180504978
3565,3562.387246,0.622841836
3565.6,3562.475472,1.005913609
3565.8,3562.575932,0.958051098
3565.8,3562.688545,0.718095087
3565.6,3562.812943,0.310318112
3566,3562.948301,0.508719969
3566.2,3563.093617,0.488865889
3566.6,3563.24803,0.652201067
3565.6,3563.410614,-0.526801976
3566.6,3563.580012,0.312040918
3566.2,3563.754686,-0.268702222
3566.4,3563.933211,-0.218881368
3566.4,3564.114147,-0.36455659
3566.2,3564.295994,-0.681489578
3566.2,3564.47715,-0.771343466
3566.4,3564.655986,-0.66010179
3566.2,3564.831023,-0.935628799
3565.6,3565.000779,-1.550014099
3565.6,3565.16346,-1.519296229
3564.6,3565.316918,-2.422083027
3565.6,3565.458892,-1.323688348
3565.8,3565.587729,-1.097635099
3566,3565.702888,-0.891015389
3565.8,3565.804553,-1.07847184
3566,3565.893143,-0.860567554
3566.4,3565.969314,-0.474387456
3566.4,3566.034128,-0.505970754
3566.6,3566.088956,-0.342173095
3566.6,3566.135259,-0.382823414
3566.8,3566.174495,-0.227752203
3565.8,3566.20788,-1.215883223
3566,3566.235972,-0.950876575
3566.8,3566.258994,-0.145905062
3566,3566.277479,-0.936588617
3566.8,3566.292152,-0.123383327
3566.6,3566.303783,-0.343267902
3566.8,3566.3133,-0.157813146
3567,3566.321682,0.008153329
3566.8,3566.329882,-0.219917402
3566,3566.338503,-0.981588276
3567,3566.347588,0.045773928
3567,3566.357232,0.013901919
3566,3566.36774,-0.951871944
3567,3566.379088,0.083302581
3566,3566.390994,-0.880846238
3567.4,3566.403292,0.531065323
3566,3566.415995,-0.855303496
3567.6,3566.429212,0.747599201
3566,3566.44308,-0.847528754
3567.6,3566.457705,0.759055546
3566,3566.473125,-0.832888666
3566,3566.48897,-0.726132989
3567.4,3566.504515,0.690265789
3565.8,3566.519399,-0.880878452
3565.8,3566.533201,-0.755215193
3567.6,3566.545246,1.053927644
3565.8,3566.555477,-0.736833403
3565.8,3566.563878,-0.617980179
3565.8,3566.569682,-0.506140118
3565.8,3566.571958,-0.401183675
3565.6,3566.570028,-0.490789137
3566.6,3566.563571,0.56351974
3566,3566.552866,-0.010648897
3566,3566.538483,0.049236642
3566,3566.520815,0.104386385
3566.4,3566.500243,0.53056922
3566.6,3566.477486,0.717272443
3566,3566.453464,0.127794497
3566,3566.428795,0.17281122
3566,3566.40367,0.213560389
3566,3566.378158,0.250198639
3567,3566.352593,1.22197724
3567,3566.327935,1.132884495
3566.6,3566.305524,0.672058081
3566.4,3566.286291,0.45006603
3567,3566.270644,1.003671635
3567.4,3566.259095,1.297902786
3567.4,3566.252566,1.173123633
3567.4,3566.252047,1.055096563
3567,3566.258143,0.568003388
3567.6,3566.271005,1.073586496
3567.6,3566.290677,0.948114716
3567.6,3566.31728,0.830270214
3567.8,3566.350851,0.907637515
3567.6,3566.39126,0.592929119
3567.8,3566.438192,0.685885263
3567.8,3566.491189,0.57406418
3568,3566.549766,0.657970907
3568,3566.613473,0.538085789
3567.6,3566.681749,0.051409775
3568.4,3566.753871,0.747352272
3568.4,3566.829312,0.602797829
3567.2,3566.907612,-0.657706615
3567,3566.987543,-0.82699916
3567.8,3567.067217,-0.03253024
3567,3567.144989,-0.835559472
3566.8,3567.219406,-0.975350313
3567,3567.288861,-0.716805777
3566.8,3567.351896,-0.859966358
3566.4,3567.407307,-1.168323561
3567.4,3567.454136,-0.117295514
3567.4,3567.49214,-0.128903295
3567.8,3567.521959,0.237200829
3566.4,3567.544436,-1.132324139
3566.4,3567.559727,-1.017129435
3566.4,3567.567288,-0.907903074
3567.6,3567.566844,0.32238384
3566.2,3567.558885,-1.036281962
3566.2,3567.543875,-0.911596713
3566,3567.521692,-0.98199903
3566,3567.492032,-0.848067944
3566,3567.454783,-0.722535326
3566.2,3567.410128,-0.417339226
3566.2,3567.35862,-0.331467352
3566,3567.301051,-0.439565846
3566,3567.238218,-0.342196869
3566.2,3567.170902,-0.064258841
3565.4,3567.099864,-0.756003008
3565.6,3567.025569,-0.419491805
3565,3566.948114,-0.868893978
3565,3566.867357,-0.69317483
3564.4,3566.782936,-1.094197125
3564.4,3566.69429,-0.873749927
3563.4,3566.600637,-1.609185901
3564,3566.501011,-0.740224228
3564.4,3566.39482,-0.152893751
3562.8,3566.282057,-1.508550528
3562.4,3566.162347,-1.562368926
3562.4,3566.034563,-1.218620983
3562.4,3565.897661,-0.902124942
3562.4,3565.751224,-0.611763207
3563.6,3565.595711,0.780482961
3563.6,3565.432784,0.880303824
3564,3565.265104,1.34195607
3563.8,3565.095644,1.179928894
3564,3564.927238,1.407882939
3565,3564.762667,2.353402363
3564,3564.604803,1.294827202
3564,3564.45602,1.293558676
3565,3564.317962,2.224429251
3565,3564.192297,2.091846709
3565.6,3564.081,2.524439309
3565.8,3563.986071,2.512616453
3565.8,3563.909317,2.29618546
3566,3563.852095,2.275993821
3566,3563.815206,2.052844424
3566,3563.798923,1.839677312
3566,3563.802969,1.636441322
3566.4,3563.826663,1.818702854
3567.4,3563.869385,2.526995196
3567.2,3563.93094,2.003063589
3568,3564.011351,2.461803033
3568,3564.110599,2.092864122
3566.6,3564.22816,0.432752753
3567,3564.362269,0.651081547
3567,3564.510208,0.458245899
3567,3564.669187,0.279745256
3567,3564.836547,0.115124928
3566.8,3565.009654,-0.223897386
3567,3565.185914,-0.150740513
3567.2,3565.362958,-0.090221429
3567,3565.538786,-0.416905123
3566.8,3565.71157,-0.706940622
3567,3565.879488,-0.586736682
3567.2,3566.040962,-0.481123108
3567,3566.194829,-0.764672455
3567.4,3566.340255,-0.450081177
3567,3566.47665,-0.924914639
3567.6,3566.603647,-0.401887978
3567.6,3566.721213,-0.505127962
3568,3566.829765,-0.220704795
3567,3566.929857,-1.286794832
3568,3567.021796,-0.342895799
3566,3567.105528,-2.328672876
3566,3567.18021,-2.187607685
3565.8,3567.244156,-2.237416665
3566,3567.295706,-1.891215811
3565.8,3567.333769,-1.949137276
3566.4,3567.357885,-1.235663967
3567.2,3567.368512,-0.410280318
3567.2,3567.367232,-0.431227527
3567.2,3567.356258,-0.447021253
3567.4,3567.33781,-0.270232254
3565.8,3567.313633,-1.803017268
3567.4,3567.284708,-0.136391155
3567.4,3567.252021,-0.168005956
3567.2,3567.217158,-0.382289382
3565.8,3567.181383,-1.695104599
3565.8,3567.144714,-1.525086334
3565.8,3567.106286,-1.362981768
3565.6,3567.06519,-1.396540621
3565,3567.020602,-1.789901312
3565,3566.971525,-1.558187026
3565,3566.916952,-1.340007303
3566,3566.856433,-0.195952895
3566.2,3566.790589,0.065949651
3565.6,3566.720819,-0.452039541
3566.8,3566.64866,0.787716709
3566.8,3566.57594,0.751103938
3566.8,3566.50488,0.715872327
3567,3566.437595,0.86976746
3567.4,3566.375965,1.189125457
3567.2,3566.321761,0.900521132
3566,3566.276163,-0.297979929
3565.8,3566.23906,-0.411907153
3565.8,3566.209236,-0.319701421
3565.4,3566.185114,-0.609762279
3565.6,3566.165096,-0.295589254
3565.6,3566.147729,-0.202045341
3565.4,3566.131844,-0.303708774
3565.2,3566.116387,-0.388892622
3565.6,3566.100378,0.104624535
3564.8,3566.08301,-0.585499423
3565,3566.063461,-0.248290173
3564.6,3566.040788,-0.510034234
3564.2,3566.013987,-0.734505656
3564.2,3565.981953,-0.548659335
3564.2,3565.943674,-0.377822592
3563.8,3565.898421,-0.59701889
3564,3565.845679,-0.21935098
3564.2,3565.785253,0.118525395
3563.6,3565.717349,-0.332458603
3563.6,3565.64223,-0.161033746
3563.8,3565.560119,0.182438165
3563.4,3565.471436,-0.076187067
3563.4,3565.37671,0.07520054
3563,3565.276373,-0.164220798
3563,3565.170739,0.004766265
3563,3565.060117,0.157053994
3563.2,3564.945032,0.481284239
3562.4,3564.826173,-0.172240674
3563,3564.70412,0.570591721
3561.6,3564.579234,-0.653607585
3562,3564.451473,-0.034877547
3561.2,3564.320405,-0.612666229
3561.2,3564.185444,-0.363110762
3561.4,3564.046079,0.050880982
3561.8,3563.902324,0.606852677
3561,3563.754777,-0.030894596
3560.4,3563.603915,-0.401981401
3560,3563.449543,-0.535098368
3560.2,3563.291082,-0.081617778
3559.2,3563.12799,-0.804478572
3559.2,3562.95964,-0.493278435
3558.4,3562.785194,-0.962669738
3558.8,3562.603812,-0.238623502
3558,3562.414908,-0.72114498
3558.2,3562.218166,-0.198036566
3558.6,3562.013678,0.456882503
3559.4,3561.80248,1.410973363
3561,3561.587117,2.997241643
3559.4,3561.371375,1.372372744
3561.2,3561.15916,3.125175457
3559.4,3560.953873,1.269552458
3561,3560.758334,2.818580891
3561.4,3560.575165,3.038356562
3562,3560.407448,3.398288171
3560.4,3560.258116,1.624581384
3562,3560.128992,3.052903166
3562,3560.021308,2.786289035
3561.8,3559.936292,2.340948296
3561.6,3559.874607,1.928514628
3561.6,3559.835984,1.735482166
3561.4,3559.81944,1.361306522
3562.6,3559.823728,2.332343805
3561.6,3559.847748,1.101349793
3561.8,3559.8902,1.130044352
3563,3559.949499,2.081358226
3561.8,3560.024294,0.645979296
3564.4,3560.113597,2.938492663
3564.2,3560.217234,2.303176184
3561.8,3560.335287,-0.34661561
3562.6,3560.466261,0.317568
3562.6,3560.607313,0.143032521
3562.6,3560.755712,-0.018648946
3563.2,3560.909183,0.395645562
3563.2,3561.065944,0.187861468
3562.6,3561.224511,-0.567055813
3563.2,3561.383268,-0.108475688
3562.6,3561.540544,-0.836864249
3562.6,3561.694671,-0.916152763
