value,filter
3719.6,3721.156642
3719,3721.168407
3718.8,3721.179356
3719,3721.189502
3719.4,3721.198857
3719.4,3721.207433
3719.6,3721.215245
3719.4,3721.222304
3719.8,3721.228625
3719.4,3721.23422
3719.8,3721.239102
3719.8,3721.243285
3719,3721.246781
3719,3721.249603
3719,3721.251762
3718.2,3721.25327
3719.8,3721.254137
3717.6,3721.254375
3718,3721.253993
3718.4,3721.253001
3717.6,3721.251408
3718.8,3721.249223
3717.4,3721.246456
3719,3721.243115
3718.8,3721.239212
3718.8,3721.234754
3717.6,3721.229754
3718.6,3721.224219
3718,3721.21816
3717.6,3721.211584
3718,3721.204501
3717.6,3721.196918
3718,3721.188844
3717.6,3721.180287
3717.6,3721.171254
3717.4,3721.161753
3717.2,3721.151792
3717,3721.141377
3717,3721.130516
3716.8,3721.119214
3717,3721.107478
3717,3721.095314
3716.8,3721.082728
3716.6,3721.069726
3717,3721.056315
3717,3721.0425
3717,3721.028288
3717.2,3721.013686
3717,3720.998698
3717,3720.983333
3717.4,3720.967597
3717,3720.951496
3717,3720.935036
3717,3720.918225
3717,3720.901069
3717,3720.883573
3717,3720.865745
3716.6,3720.847589
3716.4,3720.829113
3716,3720.810321
3715.8,3720.791217
3717.2,3720.771807
3717.6,3720.752096
3715.6,3720.73209
3716,3720.711794
3717.2,3720.691213
3716.2,3720.670353
3716.2,3720.649218
3717,3720.627814
3716,3720.606145
3717,3720.584218
3717,3720.562038
3717,3720.53961
3715.8,3720.51694
3717,3720.494034
3717.2,3720.470898
3717.4,3720.447536
3717,3720.423956
3717.6,3720.400164
3717.4,3720.376167
3717.8,3720.351972
3719.6,3720.327586
3719.8,3720.303019
3719.6,3720.27828
3719.8,3720.25338
3719.8,3720.228331
3719,3720.203143
3718.8,3720.177825
3719,3720.152386
3719,3720.126835
3718.8,3720.10118
3718.2,3720.075429
3718.2,3720.04959
3718.2,3720.023669
3718.6,3719.997673
3718.6,3719.971608
3718,3719.945483
3718,3719.919302
3718.2,3719.893072
3717.8,3719.866798
3717.8,3719.840487
3718.4,3719.814144
3719.2,3719.787774
3720,3719.761384
3720,3719.734983
3720,3719.70858
3720.6,3719.682182
3721,3719.655801
3721,3719.629445
3722,3719.603125
3721,3719.576852
3721,3719.550636
3721,3719.524488
3720.4,3719.498416
3721,3719.472428
3721,3719.446535
3721,3719.420743
3722,3719.395063
3722,3719.369503
3721,3719.344073
3721,3719.318782
3721,3719.293638
3722.4,3719.268648
3721,3719.243822
3722.4,3719.219167
3722.6,3719.194693
3723,3719.170408
3724,3719.146322
3726,3719.122448
3726.2,3719.098799
3727,3719.07539
3727.4,3719.052236
3726.8,3719.029355
3726.8,3719.006763
3727.2,3718.984475
3727,3718.962505
3726.8,3718.940869
3726.6,3718.919581
3726.6,3718.898654
3727.2,3718.878101
3728.4,3718.857935
3728.6,3718.83817
3728.6,3718.818821
3728.4,3718.799903
3728.8,3718.781429
3728.6,3718.763415
3728.6,3718.745873
3728.6,3718.728816
3728.6,3718.712258
3728.2,3718.69621
3728.4,3718.680683
3729,3718.665689
3729,3718.651239
3729,3718.637344
3729.6,3718.624014
3729.6,3718.611262
3729.2,3718.599097
3729.2,3718.58753
3730,3718.576571
3730,3718.56623
3731,3718.556517
3732.8,3718.547444
3734.2,3718.539023
3731,3718.53127
3734.2,3718.524198
3733.2,3718.51782
3733,3718.512151
3731,3718.507202
3730.8,3718.502984
3731,3718.499504
3730.8,3718.496771
3731.8,3718.49479
3730.4,3718.493569
3730.4,3718.493113
3730,3718.493427
3730.8,3718.494515
3729.4,3718.496381
3729.4,3718.499027
3729.2,3718.502455
3729.2,3718.506666
3729.2,3718.511659
3729.2,3718.517434
3729.2,3718.523992
3730,3718.531332
3730.2,3718.539454
3730.6,3718.548359
3730.8,3718.558048
3731,3718.568521
3730.8,3718.579781
3730.6,3718.591829
3730.8,3718.604664
3730.6,3718.618287
3730.2,3718.632698
3730.6,3718.647896
3732,3718.66388
3730.2,3718.680651
3730.8,3718.698206
3730.2,3718.716545
3730.4,3718.735667
3730,3718.755567
3730,3718.776242
3730,3718.797691
3730,3718.819907
3730,3718.842888
3730.2,3718.866629
3730,3718.891126
3730.2,3718.916375
3729.4,3718.94237
3730.2,3718.969107
3730.2,3718.996579
3729.6,3719.024783
3729.4,3719.053713
3729.6,3719.083361
3729.8,3719.113722
3729.4,3719.144788
3729.8,3719.176554
3729.4,3719.209013
3730,3719.242157
3729.4,3719.27598
3729.2,3719.310475
3729,3719.345634
3729.2,3719.381448
3727.8,3719.417909
3728.8,3719.455008
3727.6,3719.492735
3729,3719.531079
3727.8,3719.570031
3729,3719.60958
3729.2,3719.649718
3728,3719.690434
3728,3719.731719
3728,3719.773563
3727.8,3719.815955
3727.8,3719.858884
3727.8,3719.902339
3727.8,3719.946309
3728,3719.990783
3728,3720.03575
3728,3720.081199
3729,3720.12712
3729.2,3720.173503
3729.2,3720.220341
3728,3720.267624
3729,3720.315343
3729,3720.363488
3729,3720.412052
3729.4,3720.461024
3729.6,3720.510398
3729.8,3720.560166
3729.8,3720.610319
3729.6,3720.660851
3730,3720.711755
3730,3720.763022
3730,3720.814647
3730,3720.866623
3730.6,3720.918942
3730.2,3720.971598
3730.8,3721.024585
3730.2,3721.077896
3730.2,3721.131526
3730.8,3721.185467
3730,3721.239714
3730.8,3721.29426
3730.8,3721.349099
3730,3721.404223
3732.4,3721.459629
3730.2,3721.515309
3730.6,3721.571258
3730.6,3721.627471
3730,3721.68394
3730.6,3721.740659
3730,3721.797621
3731,3721.854818
3730,3721.912244
3730,3721.969892
3730.8,3722.027754
3730.8,3722.085825
3730,3722.144096
3729.6,3722.202562
3729.6,3722.261214
3729.4,3722.320043
3729,3722.379042
3729,3722.438201
3729,3722.497511
3728,3722.556961
3728.8,3722.616542
3729,3722.676244
3729,3722.736056
3729.4,3722.795971
3729.6,3722.855979
3729.6,3722.916073
3729.4,3722.976244
3729.4,3723.036485
3729.8,3723.096788
3729.4,3723.157145
3729.8,3723.217549
3729.4,3723.277993
3728,3723.338468
3728.6,3723.398965
3729,3723.459476
3727.6,3723.519991
3728.2,3723.580501
3727.6,3723.640996
3727.8,3723.701465
3726.4,3723.761898
3728,3723.822284
3726.4,3723.882612
3726.2,3723.94287
3727.8,3724.003048
3727,3724.063134
3727.8,3724.123117
3727,3724.182989
3727,3724.24274
3728,3724.30236
3727.2,3724.361839
3727.2,3724.421169
3727.2,3724.480341
3727,3724.539345
3727,3724.598172
3727,3724.656814
3728,3724.71526
3727.2,3724.773505
3727.2,3724.831538
3727.2,3724.889354
3727.2,3724.946942
3727.2,3725.004297
3727.2,3725.061409
3727.2,3725.118272
3727,3725.174877
3727.2,3725.231218
3727,3725.287288
3726.8,3725.343078
3726.4,3725.398582
3726.2,3725.453791
3726.2,3725.508699
3726.2,3725.563295
3726.2,3725.617574
3725.6,3725.671526
3726.4,3725.725143
3724.4,3725.778417
3726.4,3725.831341
3724,3725.883904
3724,3725.936099
3725.2,3725.987914
3724.2,3726.039341
3725.4,3726.090369
3725.6,3726.140992
3724.2,3726.191202
3725,3726.24099
3725.2,3726.290349
3725,3726.339271
3726,3726.387751
3724.8,3726.435782
3724.6,3726.483357
3724.6,3726.530471
3725,3726.577116
3726,3726.623286
3725,3726.668976
3725,3726.714182
3726.2,3726.758898
3726.4,3726.80312
3726.2,3726.846846
3725,3726.890073
3725,3726.932798
3724.8,3726.975015
3725,3727.016721
3725,3727.057911
3724.8,3727.098581
3725,3727.138728
3725,3727.178346
3725,3727.217433
3725,3727.255985
3726.2,3727.294
3725.2,3727.331475
3726,3727.368409
3725.8,3727.404801
3725,3727.440649
3726,3727.475952
3726.4,3727.510709
3725,3727.544919
3726,3727.578583
3725.8,3727.611699
3725.4,3727.644267
3726.4,3727.676286
3725.8,3727.707758
3725.6,3727.738682
3726.2,3727.769058
3726.8,3727.798887
3727,3727.828172
3727,3727.856913
3727,3727.885115
3727.2,3727.91278
3727.8,3727.939911
3729,3727.966512
3729,3727.99259
3729,3728.01815
3729,3728.0432
3729.8,3728.067746
3729.6,3728.091797
3729.8,3728.115358
3729.8,3728.13844
3729.8,3728.161049
3729.6,3728.183194
3729,3728.204881
3729.2,3728.226119
3729,3728.246912
3728,3728.267268
3727.8,3728.28719
3725.8,3728.306684
3725.8,3728.325749
3725.6,3728.344387
3725.8,3728.362598
3725.8,3728.38038
3725.8,3728.397734
3725.8,3728.414661
3725,3728.431159
3725.8,3728.44723
3726.8,3728.462872
3725.8,3728.478088
3725.8,3728.492877
3725.6,3728.507243
3725.8,3728.521184
3725.8,3728.534701
3725.6,3728.547797
3725,3728.56047
3725,3728.572722
3725,3728.584552
3725,3728.59596
3725,3728.606945
3725,3728.617509
3725,3728.62765
3725,3728.63737
3725.6,3728.646668
3725.2,3728.655545
