value,filter
3589.8,3.172179304
3590,2.273998948
3591.8,1.888228446
3592.2,3.537002994
3592.2,4.470978047
3592.6,4.021356295
3591.6,3.821183482
3592.6,3.744769626
3593.2,4.030006407
3592.2,4.492642425
3593.4,4.221721846
3594.6,4.623590859
3593.4,5.585251023
3594.4,5.244312183
3594.8,5.057286439
3592.4,5.195839509
3593.2,3.938467858
3594.2,3.563122039
3594,4.848440198
3594.2,5.025617181
3594,4.407173569
3594.2,4.413554511
3594.2,4.512857815
3594.4,4.440947089
3594.6,4.492395536
3594.6,4.586795026
3594.6,4.507134588
3592.6,3.840804841
3592,2.379196131
3592.8,1.571740373
3591,1.767013068
3593.4,1.685035955
3593.4,2.271929528
3593.2,3.180922142
3593.2,2.745909826
3591,1.730583096
3593.2,1.159935731
3593,1.798749149
3593,2.6058529
3593.2,2.251898483
3593.4,2.108784412
3592,2.121245469
3593.6,1.617386739
3593.6,2.001709917
3593.8,2.793207848
3593.8,2.629480846
3593.6,2.321892484
3593.6,2.27394083
3592.8,1.942254661
3593.6,1.580080128
3593.6,1.809373839
3592.8,1.933380694
3592.8,1.25813594
3592.8,0.860070304
3592.6,1.018034147
3593.6,1.147394673
3592.8,1.345143768
3592.2,1.020490569
3593.2,0.462906682
3592,0.624624233
3592,0.407709666
3592,-0.229847938
3592.8,0.067148521
3591.2,0.336048403
3593.2,-0.058810029
3591.4,0.040576441
3591.4,-0.164743413
3592.8,-0.614434763
3593,0.354365099
3593,1.174078016
3591.2,0.29894352
3592.6,-0.6367672
3592,-0.282530974
3592,0.073971902
3592.8,-0.166194474
3592,0.012026513
3592.8,0.146858624
3593,0.208828129
3593,0.605726061
3591,0.122661668
3591.2,-1.25630399
3591.2,-1.683477965
3591.2,-1.179752206
3591,-1.19665416
3590.6,-1.615159943
3590,-1.983927313
3590.2,-2.319510894
3590,-2.350391749
3590,-2.257328388
3590,-2.311797533
3590,-2.298783673
3590,-2.21770947
3590,-2.196651796
3589,-2.427702403
3589,-2.99388583
3588,-3.493839328
3587.8,-3.902383215
3588.6,-3.992873795
3587.2,-3.734200739
3587.8,-4.014798644
3587.2,-4.348105245
3587,-4.279013865
3587,-4.430293559
3586.4,-4.613691866
3586.2,-4.800118452
3586.2,-4.998309243
3586.4,-4.819843146
3587,-4.341580843
3587,-3.847881232
3587,-3.629804278
3587.2,-3.596611035
3586.2,-3.653673307
3586.2,-4.072038537
3587.6,-3.96988163
3586.8,-3.039142839
3589,-2.394298385
3587,-2.094107666
3589.8,-1.800328993
3586.6,-1.663732762
3589.4,-1.881854089
3586.6,-2.032194101
3586.8,-2.51221751
3587,-3.251194017
3587,-2.86812302
3587.2,-2.331895906
3587.2,-2.401974179
3588.6,-1.956062648
3587.2,-1.318837273
3588.6,-1.401357973
3588.6,-1.192888806
3586.8,-0.968837443
3587,-2.059644485
3586.8,-2.703383868
3588.6,-1.752087912
3588.6,-0.56404695
3588,-0.34451418
3588.6,-0.803403724
3586.6,-1.142198601
3588.6,-1.400537792
3588.6,-0.840986334
3588.6,0.066359444
3589.6,0.145284212
3589.6,0.4848864
3589.6,0.986391776
3588.2,0.450742933
3588,-0.585880766
3589.4,-0.626678906
3588,0.116849018
3589.2,0.064270128
3589.2,0.022083837
3589,0.564747518
3589,0.44520214
3589.4,0.249191419
3590,0.80060085
3590,1.337786749
3589.4,1.197778928
3590.8,1.044422215
3591,1.791631755
3591.2,2.506779752
3590.8,2.275962659
3590,1.674982135
3590.8,1.340599798
3589,1.180980218
3591,0.945136363
3590,1.232895301
3591,1.697512546
3591.2,1.830389662
3591.2,2.136637265
3593.8,2.863194564
3594,4.281300717
3593,4.863903125
3593,3.740341573
3594,3.400213898
3594.4,4.456341713
3594.8,5.022364888
3595,4.955212925
3595,5.004896444
3593.6,4.613160502
3595.6,4.059659279
3594.6,4.503027003
3595.2,4.822186522
3595,4.384126687
3595.2,4.324477906
3595.2,4.426680777
3595,4.216520471
3594,3.692393142
3594,2.925748417
3593.8,2.5239798
3594.6,2.716181231
3594.2,2.993024378
3594.8,2.994682169
3594,2.824104316
3594.8,2.65966956
3593,2.330424243
3593,1.454309672
3592.4,0.631970791
3592,0.358019647
3591,-0.194291455
3591,-0.997856412
3590.8,-1.235271009
3591.4,-0.992684889
3590.8,-0.837599982
3591,-1.021882273
3593,-0.647259245
3592,0.459088875
3592,0.443400343
3592,-0.354267695
3592,-0.264583331
3591.4,-0.180695838
3591.4,-0.724125463
3591.4,-0.943593188
3594.4,-0.007477478
3594.8,1.923828117
3594.2,2.772641487
3590.8,1.01269101
3591.4,-1.378331399
3591.4,-1.669229236
3594,-0.158830641
3591.4,0.680345568
3592.6,-0.174480004
3592.6,-0.593462121
3592.6,0.160617147
3592.6,0.199678634
3594,0.171525965
3593.6,1.018770627
3593.6,1.208694886
3594.2,0.833446793
3592.6,0.753749405
3592.6,0.074683294
3594,-0.284338896
3594,0.797019528
3594.2,1.39443742
3595,1.210669276
3595,1.632443827
3595,1.946865171
3595,1.640031512
3595,1.49469554
3594.4,1.37614306
3595.2,1.113457526
3594,1.022920728
3594.8,0.798462209
3594.8,0.746235389
3595.2,1.15374228
3595,1.276049024
3594.4,0.89269344
3594.6,0.439868683
3592.6,-0.135166269
3592.8,-1.166816425
3594.6,-1.236022808
3594.6,0.241106443
3593.4,0.531176692
3593.4,-0.803142527
3593.2,-1.287117281
3593.6,-0.871719628
3593.2,-0.824051937
3594.2,-0.841383602
3594.2,-0.365438869
3594.2,-0.034880938
3594.2,-0.24621642
3593.2,-0.625018885
3594.2,-0.916435104
3594.2,-0.636593326
3594.2,-0.202883768
3593.4,-0.570038018
3593,-1.335598374
3593.4,-1.625872791
3592.6,-1.548380007
3593.4,-1.645861577
3594.4,-1.262149862
3594.4,-0.297649868
3594.4,-0.089152076
3594.6,-0.40197236
3594.6,-0.287924553
3594.6,-0.157898323
3594.4,-0.342553903
3594.6,-0.477404824
3594.6,-0.40319176
3594,-0.500989527
3594,-0.943098798
3593.2,-1.368875984
3594.2,-1.479202002
3594.4,-1.034828606
3594.4,-0.539036358
3594.2,-0.695352264
3594.2,-0.994948987
3594.4,-0.936247161
3594.6,-0.728596097
3594.6,-0.600032608
3594.4,-0.66715199
3594.8,-0.751652611
3594.2,-0.737777215
3594.2,-0.962978634
3594.6,-1.136397107
3594.8,-0.780509439
3595,-0.435563613
3595,-0.423456447
3595,-0.457161332
3595,-0.47896247
3595.2,-0.469537242
3595.4,-0.328243026
3595.6,-0.127695397
3596,0.075586869
3595.4,0.134039923
3595.4,-0.191913995
3595,-0.587273987
3596,-0.506193271
3596,0.018368687
3596,0.285085056
3596.2,0.11629347
3596.2,0.123005941
3595.4,0.023414922
3596,-0.416605409
3596,-0.361723024
3596,-0.029004655
3596.2,-0.100283792
3596,-0.190021086
3596,-0.215780772
3596.4,-0.24604864
3596.8,0.056540421
3595.4,0.059246903
3597,-0.417790718
3597,0.001970748
3596.6,0.630767359
3596,-0.039108935
3596.6,-0.658730379
3597,-0.145144816
3596.6,0.28015867
3596.6,-0.090627372
3597,-0.287009265
3597,0.066533944
3596,-0.078493536
3596,-0.888655948
3596,-1.221468275
3596,-0.99115262
3596.8,-0.783612546
3597.6,-0.223313592
3597,0.348479186
3597,0.032301318
3597,-0.415588479
3597,-0.304100331
3597.4,-0.148302688
3597.4,-0.0447967
3597,-0.067837314
3597.8,-0.204475017
3597.2,-0.065919936
3597.2,-0.132432831
3597,-0.545317181
3597.8,-0.476760127
3598,0.086618107
3598.6,0.526904704
3598,0.579899826
3598.8,0.45948701
3598.2,0.503331351
3599,0.59739902
3599,0.752384498
3599.2,0.987942411
3599.2,0.98714858
3598.2,0.622241093
3598.2,-0.041401117
3598.4,-0.34696514
3598.4,-0.082720023
3598,-0.12166258
3598,-0.550581245
3599,-0.449064912
3598.4,0.091425695
3598.8,0.067022147
3598.8,-0.161166517
3598.8,-0.00816752
3599,0.043049256
3599.2,0.051867622
3598.8,0.104237392
3597.4,-0.505413876
3597.4,-1.599784753
3597.2,-2.003516076
3597.2,-1.81902785
3597.2,-1.866616774
