value,filter,filter
3570,3571.905361,3.940409269
3567.2,3571.769434,1.051096517
3567.2,3571.630949,1.127009835
3567,3571.490261,0.999843511
3567.2,3571.347641,1.257733207
3567,3571.203368,1.101751186
3567.2,3571.057734,1.332934111
3567.2,3570.911046,1.340101005
3567.2,3570.763628,1.337163217
3567.2,3570.615814,1.325023844
3567,3570.467926,1.116731022
3567,3570.320268,1.112349269
3567.2,3570.173129,1.287567917
3569.4,3570.02687,3.309960042
3569.6,3569.882052,3.189453705
3567.4,3569.739345,0.803639648
3567.2,3569.599242,0.569305916
3567.2,3569.461986,0.543561537
3569.2,3569.32778,2.39219692
3569,3569.196975,1.9355915
3567,3569.069985,-0.175469994
3569,3568.947103,1.716604784
3569,3568.828577,1.490249818
3569,3568.71474,1.275155118
3569,3568.605937,1.071264289
3568,3568.50243,-0.060598336
3568,3568.40435,-0.124369411
3568.2,3568.311711,0.003023516
3568.4,3568.224505,0.11025327
3568.2,3568.142733,-0.176744216
3568.2,3568.066381,-0.24581583
3567.4,3567.99538,-1.061230018
3567.2,3567.929565,-1.213907806
3567.2,3567.868681,-1.156361513
3568.2,3567.812469,-0.162297358
3567.4,3567.760738,-0.979003034
3567.4,3567.713318,-0.944783156
3568.2,3567.670018,-0.160167492
3567.4,3567.630675,-0.973295657
3567.2,3567.59512,-1.123296221
3568.2,3567.563149,-0.123676731
3567,3567.534574,-1.310398281
3567,3567.509189,-1.223355103
3567,3567.486719,-1.140247974
3566.8,3567.466865,-1.248771414
3566.8,3567.44933,-1.149572142
3566.6,3567.433818,-1.243276709
3566,3567.420013,-1.69394595
3565.4,3567.407543,-2.080096975
3566,3567.395977,-1.27913474
3566.4,3567.384927,-0.75154501
3566.4,3567.374119,-0.656536729
3565.6,3567.363341,-1.319196482
3565.6,3567.352351,-1.142344778
3565.6,3567.340868,-0.977432207
3565.4,3567.328623,-1.011843463
3565.2,3567.315362,-1.03373146
3565.6,3567.300852,-0.480719405
3565,3567.284889,-0.927180178
3565,3567.267288,-0.749045806
3565,3567.247859,-0.584666526
3565,3567.226437,-0.433481913
3563.4,3567.202847,-1.797483266
3565,3567.176864,0.020303733
3562.6,3567.148243,-2.130652027
3562.4,3567.116671,-1.943041139
3562,3567.081709,-1.947801427
3562.4,3567.042893,-1.182631943
3561.6,3566.99982,-1.621962313
3562.4,3566.952153,-0.49048955
3562.6,3566.899657,-0.04788678
3561.6,3566.842208,-0.779469908
3561.6,3566.779699,-0.475033329
3561.4,3566.711999,-0.385960625
3561,3566.638989,-0.487376351
3561,3566.560566,-0.192473237
3560.8,3566.476653,-0.113623068
3560.8,3566.38721,0.1497788
3560.2,3566.292229,-0.177296345
3560.2,3566.191707,0.104230863
3560.4,3566.085659,0.544763331
3560.2,3565.974157,0.55872219
3561.4,3565.857366,1.88662147
3561.4,3565.735589,1.921499839
3561.2,3565.609254,1.754460845
3561.4,3565.478823,1.973618111
3561.8,3565.344774,2.343480163
3561.8,3565.207635,2.279545179
3562,3565.067972,2.396437956
3561.4,3564.926348,1.732297382
3562.6,3564.783304,2.825453497
3561.4,3564.639387,1.515530343
3562.6,3564.495135,2.603201096
3562.6,3564.351095,2.416013173
3562.6,3564.20785,2.232249822
3562.6,3564.065978,2.052328117
3562.6,3563.92601,1.876629768
3562.8,3563.788441,1.893319856
3562.8,3563.653738,1.703475966
3562.8,3563.522342,1.520298751
3563.4,3563.39467,1.907439086
3563.6,3563.271153,1.855174825
3563.2,3563.152225,1.227533454
3561.6,3563.038219,-0.466686549
3564.8,3562.929342,2.545516811
3562,3562.825812,-0.456499103
3564.8,3562.727875,2.153079849
3562.8,3562.635766,-0.074627384
3562,3562.549636,-0.917467666
3564.8,3562.469513,1.721185913
3561.6,3562.39542,-1.604806442
3563.8,3562.327355,0.5393299
3561.4,3562.265214,-1.899165884
3563.8,3562.208835,0.466659398
3561.4,3562.15804,-1.963284026
3563.8,3562.112644,0.410900754
3562.2,3562.072478,-1.259627984
3562,3562.037357,-1.413573173
3561.8,3562.006999,-1.543328186
3562,3561.981048,-1.274805916
3562,3561.959161,-1.220164425
3562,3561.941021,-1.166439136
3562,3561.926332,-1.113642217
3561.8,3561.914805,-1.249608261
3562,3561.906153,-0.987303732
3561.8,3561.900099,-1.126725857
3562.2,3561.896385,-0.680055378
3562,3561.894786,-0.846527333
3562.2,3561.895106,-0.613220595
3562.2,3561.897171,-0.592367633
3562.2,3561.900822,-0.571072035
3561.6,3561.9059,-1.112863434
3562,3561.912208,-0.644474518
3562.2,3561.919552,-0.415394907
3561.8,3561.927776,-0.774573312
3561.8,3561.936725,-0.710637057
3562.2,3561.946241,-0.27386012
3562,3561.956193,-0.450495152
3562.4,3561.966492,-0.039788985
3563,3561.977098,0.510262555
3563.8,3561.988079,1.17906578
3564,3561.999626,1.196162739
3564.2,3562.012016,1.201575639
3564.2,3562.025538,1.008546413
3564.2,3562.040461,0.829505309
3564.4,3562.057021,0.851732696
3564.4,3562.075426,0.675459794
3564.4,3562.09586,0.513079015
3564.8,3562.118482,0.739652507
3564.4,3562.143437,0.180504969
3565,3562.170845,0.622841828
3565.6,3562.200836,1.005913601
3565.8,3562.233595,0.958051091
3565.8,3562.269348,0.718095081
3565.6,3562.308292,0.310318106
3566,3562.350567,0.508719963
3566.2,3562.396288,0.488865884
3566.6,3562.445577,0.652201062
3565.6,3562.49854,-0.52680198
3566.6,3562.555214,0.312040914
3566.2,3562.61559,-0.268702225
3566.4,3562.679649,-0.218881371
3566.4,3562.747344,-0.364556592
3566.2,3562.818593,-0.68148958
3566.2,3562.893265,-0.771343467
3566.4,3562.971194,-0.660101792
3566.2,3563.052198,-0.9356288
3565.6,3563.136054,-1.550014099
3565.6,3563.222465,-1.519296229
3564.6,3563.31104,-2.422083027
3565.6,3563.401322,-1.323688347
3565.8,3563.492882,-1.097635099
3566,3563.585393,-0.891015388
3565.8,3563.678592,-1.078471839
3566,3563.772238,-0.860567552
3566.4,3563.866107,-0.474387455
3566.4,3563.960024,-0.505970752
3566.6,3564.053863,-0.342173093
3566.6,3564.147517,-0.382823412
3566.8,3564.240895,-0.227752201
3565.8,3564.333894,-1.215883221
3566,3564.426336,-0.950876573
3566.8,3564.518008,-0.14590506
3566,3564.608743,-0.936588614
3566.8,3564.698404,-0.123383325
3566.6,3564.786879,-0.3432679
3566.8,3564.874091,-0.157813144
3567,3564.959988,0.008153332
3566.8,3565.04454,-0.2199174
3566,3565.127691,-0.981588274
3567,3565.209332,0.04577393
3567,3565.289368,0.013901921
3566,3565.367745,-0.951871942
3567,3565.444381,0.083302583
3566,3565.519166,-0.880846236
3567.4,3565.592014,0.531065325
3566,3565.662869,-0.855303494
3567.6,3565.731696,0.747599204
3566,3565.798474,-0.847528752
3567.6,3565.863193,0.759055548
3566,3565.92584,-0.832888664
3566,3565.986361,-0.726132987
3567.4,3566.044654,0.690265791
3565.8,3566.100665,-0.880878451
3565.8,3566.154328,-0.755215191
3567.6,3566.205545,1.053927645
3565.8,3566.254295,-0.736833402
3565.8,3566.300564,-0.617980177
3565.8,3566.344243,-0.506140116
3565.8,3566.385191,-0.401183673
3565.6,3566.423291,-0.490789136
3566.6,3566.458461,0.563519741
3566,3566.490694,-0.010648896
3566,3566.520029,0.049236643
3566,3566.54649,0.104386386
3566.4,3566.570107,0.530569221
3566.6,3566.590963,0.717272444
3566,3566.609182,0.127794497
3566,3566.624865,0.172811221
3566,3566.638067,0.213560389
3566,3566.648837,0.250198639
3567,3566.657261,1.221977241
3567,3566.663518,1.132884495
3566.6,3566.667856,0.672058081
3566.4,3566.670495,0.45006603
3567,3566.671606,1.003671635
3567.4,3566.671385,1.297902786
3567.4,3566.670096,1.173123633
3567.4,3566.668035,1.055096563
3567,3566.665466,0.568003388
3567.6,3566.66261,1.073586496
3567.6,3566.659682,0.948114716
3567.6,3566.656914,0.830270213
3567.8,3566.654533,0.907637515
3567.6,3566.652748,0.592929119
3567.8,3566.651746,0.685885263
3567.8,3566.651693,0.574064179
3568,3566.652744,0.657970907
3568,3566.655053,0.538085789
3567.6,3566.658749,0.051409774
3568.4,3566.663932,0.747352271
3568.4,3566.670711,0.602797829
3567.2,3566.679193,-0.657706616
3567,3566.68937,-0.826999161
3567.8,3566.701123,-0.03253024
3567,3566.714324,-0.835559473
3566.8,3566.728837,-0.975350314
3567,3566.744471,-0.716805777
3566.8,3566.761013,-0.859966358
3566.4,3566.778253,-1.168323562
3567.4,3566.795974,-0.117295514
3567.4,3566.814026,-0.128903295
3567.8,3566.832358,0.237200829
3566.4,3566.850941,-1.132324139
3566.4,3566.869655,-1.017129435
3566.4,3566.888281,-0.907903074
3567.6,3566.906613,0.322383839
3566.2,3566.924533,-1.036281963
3566.2,3566.941918,-0.911596713
3566,3566.958568,-0.98199903
3566,3566.974245,-0.848067944
3566,3566.988731,-0.722535326
3566.2,3567.001834,-0.417339226
3566.2,3567.013413,-0.331467352
3566,3567.023361,-0.439565846
3566,3567.031582,-0.342196869
3566.2,3567.037993,-0.064258842
3565.4,3567.042518,-0.756003009
3565.6,3567.045057,-0.419491805
3565,3567.045471,-0.868893978
3565,3567.043596,-0.69317483
3564.4,3567.03924,-1.094197125
3564.4,3567.032181,-0.873749927
3563.4,3567.022164,-1.609185901
3564,3567.008903,-0.740224228
3564.4,3566.992146,-0.152893751
3562.8,3566.971714,-1.508550528
3562.4,3566.947379,-1.562368926
3562.4,3566.918814,-1.218620983
3562.4,3566.885686,-0.902124942
3562.4,3566.847728,-0.611763207
3563.6,3566.804786,0.780482961
3563.6,3566.756876,0.880303824
3564,3566.704175,1.34195607
3563.8,3566.64695,1.179928894
3564,3566.585507,1.407882939
3565,3566.520203,2.353402363
3564,3566.451463,1.294827202
3564,3566.379712,1.293558676
3565,3566.305333,2.224429252
3565,3566.228758,2.091846709
3565.6,3566.150507,2.524439309
3565.8,3566.071158,2.512616453
3565.8,3565.991316,2.29618546
3566,3565.911577,2.275993822
3566,3565.83251,2.052844424
3566,3565.754644,1.839677312
3566,3565.678465,1.636441322
3566.4,3565.604416,1.818702854
3567.4,3565.532954,2.526995196
3567.2,3565.464596,2.003063589
3568,3565.399899,2.461803033
3568,3565.339419,2.092864122
3566.6,3565.283659,0.432752753
3567,3565.232948,0.651081547
3567,3565.187467,0.458245899
3567,3565.147342,0.279745256
3567,3565.112665,0.115124928
3566.8,3565.08348,-0.223897386
3567,3565.059781,-0.150740513
3567.2,3565.041534,-0.090221429
3567,3565.028697,-0.416905123
3566.8,3565.021195,-0.706940622
3567,3565.018903,-0.586736682
3567.2,3565.021673,-0.481123108
3567,3565.029359,-0.764672455
3567.4,3565.041814,-0.450081177
3567,3565.058881,-0.924914639
3567.6,3565.080395,-0.401887978
3567.6,3565.106203,-0.505127962
3568,3565.136186,-0.220704795
3567,3565.170223,-1.286794832
3568,3565.208147,-0.342895799
3566,3565.249729,-2.328672875
3566,3565.29461,-2.187607685
3565.8,3565.342291,-2.237416665
3566,3565.392228,-1.891215811
3565.8,3565.44391,-1.949137276
3566.4,3565.496869,-1.235663967
3567.2,3565.550739,-0.410280318
3567.2,3565.605292,-0.431227527
3567.2,3565.660398,-0.447021253
3567.4,3565.715954,-0.270232254
3565.8,3565.771823,-1.803017268
3567.4,3565.827795,-0.136391155
3567.4,3565.883675,-0.168005956
3567.2,3565.939367,-0.382289382
3565.8,3565.994763,-1.695104599
3565.8,3566.049618,-1.525086334
3565.8,3566.103576,-1.362981768
3565.6,3566.156274,-1.396540621
3565,3566.207351,-1.789901312
3565,3566.256421,-1.558187026
3565,3566.303085,-1.340007303
3566,3566.347014,-0.195952895
3566.2,3566.388017,0.065949651
3565.6,3566.426027,-0.452039541
3566.8,3566.461026,0.787716709
3566.8,3566.493071,0.751103938
3566.8,3566.522313,0.715872327
3567,3566.548941,0.86976746
3567.4,3566.573161,1.189125457
3567.2,3566.595217,0.900521132
3566,3566.615321,-0.297979929
3565.8,3566.633552,-0.411907153
3565.8,3566.649862,-0.319701421
3565.4,3566.664156,-0.609762279
3565.6,3566.676325,-0.295589254
3565.6,3566.686268,-0.202045341
3565.4,3566.69391,-0.303708774
3565.2,3566.699184,-0.388892622
3565.6,3566.702022,0.104624535
3564.8,3566.702369,-0.585499423
3565,3566.700161,-0.248290173
3564.6,3566.695308,-0.510034235
3564.2,3566.687699,-0.734505656
3564.2,3566.677192,-0.548659335
3564.2,3566.663641,-0.377822592
3563.8,3566.646918,-0.59701889
3564,3566.626908,-0.21935098
3564.2,3566.603528,0.118525395
3563.6,3566.57674,-0.332458603
3563.6,3566.54651,-0.161033746
3563.8,3566.512804,0.182438165
3563.4,3566.475609,-0.076187067
3563.4,3566.434934,0.07520054
3563,3566.390779,-0.164220798
3563,3566.343134,0.004766265
3563,3566.29199,0.157053994
3563.2,3566.237372,0.481284239
3562.4,3566.179336,-0.172240674
3563,3566.117931,0.570591721
3561.6,3566.053191,-0.653607585
3562,3565.985101,-0.034877547
3561.2,3565.913595,-0.612666229
3561.2,3565.838581,-0.363110762
3561.4,3565.75997,0.050880982
3561.8,3565.677731,0.606852677
3561,3565.591915,-0.030894596
3560.4,3565.502563,-0.401981401
3560,3565.409638,-0.535098368
3560.2,3565.313049,-0.081617778
3559.2,3565.212701,-0.804478572
3559.2,3565.108479,-0.493278435
3558.4,3565.000231,-0.962669738
3558.8,3564.887788,-0.238623502
3558,3564.771,-0.72114498
3558.2,3564.649744,-0.198036566
3558.6,3564.523939,0.456882503
3559.4,3564.393631,1.410973363
3561,3564.259081,2.997241643
3559.4,3564.120756,1.372372744
3561.2,3563.979204,3.125175457
3559.4,3563.834977,1.269552458
3561,3563.688612,2.818580891
3561.4,3563.540683,3.038356562
3562,3563.391879,3.398288171
3560.4,3563.242937,1.624581384
3562,3563.094516,3.052903166
3562,3562.947241,2.786289035
3561.8,3562.80178,2.340948296
3561.6,3562.658764,1.928514628
3561.6,3562.518732,1.735482166
3561.4,3562.382139,1.361306522
3562.6,3562.249407,2.332343805
3561.6,3562.120967,1.101349793
3561.8,3561.997216,1.130044352
3563,3561.878499,2.081358226
3561.8,3561.76517,0.645979296
3564.4,3561.657607,2.938492663
3564.2,3561.556282,2.303176184
3561.8,3561.461692,-0.34661561
3562.6,3561.374119,0.317568
3562.6,3561.293638,0.143032521
3562.6,3561.220279,-0.018648946
3563.2,3561.154076,0.395645562
3563.2,3561.095075,0.187861468
3562.6,3561.043312,-0.567055813
3563.2,3560.99876,-0.108475688
3562.6,3560.961337,-0.836864249
3562.6,3560.930908,-0.916152763
3562.4,3560.907271,-1.173485057
3562.4,3560.890166,-1.210043338
3563.2,3560.87933,-0.487898405
3562.8,3560.874536,-0.980001733
3564,3560.875613,0.090336737
3563,3560.882432,-1.037804199
3562.8,3560.894834,-1.279013189
3562.8,3560.912565,-1.299438186
3562.2,3560.935295,-1.87597646
3562.8,3560.96265,-1.247934316
3562.8,3560.994261,-1.252241601
3562.8,3561.029796,-1.250435067
3563.2,3561.068958,-0.867321765
3563,3561.111476,-1.089623962
3563,3561.157096,-1.09268705
3563.2,3561.205559,-0.902127519
3564,3561.256641,-0.166358189
3563,3561.310171,-1.208926629
3563,3561.365957,-1.182446471
3562.4,3561.423716,-1.715644017
3562.4,3561.483091,-1.611213483
3562.4,3561.543691,-1.508305093
3562.4,3561.605126,-1.407138922
3562.4,3561.667035,-1.30791992
3563.2,3561.729104,-0.459564424
3562.6,3561.791093,-1.022640673
3562.6,3561.852795,-0.947914945
3563,3561.913995,-0.498859063
3564,3561.974542,0.464971174
3564.6,3562.034432,0.936538393
3564.6,3562.093805,0.782501647
3564.8,3562.152861,0.828964866
3565,3562.211805,0.863896681
3565.8,3562.270865,1.451657477
3566,3562.330326,1.395413427
3566,3562.390514,1.146947973
3566,3562.45174,0.918329236
3566,3562.514262,0.708668672
3566,3562.578283,0.517093113
3565.8,3562.643951,0.154926784
3566,3562.711356,0.208381417
3566,3562.780549,0.064475359
3567.2,3562.851596,1.062282497
3567.8,3562.924648,1.369058942
3567.4,3562.999957,0.688223868
3567.4,3563.07776,0.455961004
3566.2,3563.15818,-0.881665842
3567.6,3563.24121,0.384417047
3567.8,3563.326829,0.368809464
3568,3563.415091,0.349825827
3567.6,3563.506068,-0.235533049
3566.8,3563.599746,-1.128226195
3564.8,3563.695915,-3.036446175
3564,3563.794069,-3.571788458
3566.4,3563.893527,-1.013473547
3567.4,3563.993766,-0.065152436
3567.2,3564.094562,-0.355765928
3567.8,3564.19585,0.141401293
3567,3564.297584,-0.736358536
3567,3564.399676,-0.754073416
3566.2,3564.501943,-1.515562005
3566,3564.604102,-1.612336618
3566.6,3564.705808,-0.934003507
3566.6,3564.806751,-0.891572661
3565.4,3564.906648,-1.973496631
3566.4,3565.005177,-0.845708245
3566.4,3565.102025,-0.782322117
3565.4,3565.196927,-1.657905526
3565.4,3565.289583,-1.476595394
3566.4,3565.379666,-0.364197928
3565.6,3565.466921,-1.068176557
3566.4,3565.551162,-0.175702896
3566.4,3565.632259,-0.135625718
3567,3565.710162,0.467196107
3566,3565.784884,-0.504214448
3567,3565.856431,0.524012067
3567.2,3565.924841,0.67861676
3567.4,3565.990236,0.812766369
3567.8,3566.052806,1.115525893
3568,3566.112788,1.188873499
3568,3566.170455,1.059091436
3568,3566.22608,0.938689901
3568,3566.279911,0.827221413
3567.8,3566.332163,0.536433764
3567.8,3566.383005,0.465141001
3567.4,3566.432558,0.024376475
3568,3566.480902,0.575718901
3567.6,3566.528111,0.119649598
3566,3566.574206,-1.409364714
3567.6,3566.619093,0.258896527
3566.2,3566.662636,-1.087798919
3567,3566.704706,-0.199998713
3566.4,3566.745171,-0.72877912
3566.4,3566.783889,-0.624617284
3566.4,3566.820712,-0.526338081
3566.4,3566.855497,-0.433841745
3567.2,3566.888149,0.404253697
3567.6,3566.918671,0.766762957
3567.6,3566.947181,0.707029815
3568.6,3566.973878,1.589923688
3568.8,3566.99905,1.606930317
3568.8,3567.02306,1.423273035
3568.8,3567.046279,1.251479351
3568.8,3567.06904,1.091110904
3568.8,3567.091634,0.941735061
3568.2,3567.114297,0.239469843
3568,3567.137172,-0.006220213
3569.2,3567.160345,1.091627623
3569.4,3567.183957,1.11224014
3567.8,3567.208197,-0.568836971
3568,3567.233138,-0.357482874
3568.8,3567.258741,0.394423147
3568,3567.284977,-0.448546629
3568,3567.311816,-0.437945595
3567.8,3567.33917,-0.613653282
3567.8,3567.366908,-0.5766024
3568,3567.394896,-0.352057334
3568.8,3567.423039,0.411916449
3568.8,3567.451338,0.331204999
3568.2,3567.479839,-0.306098011
3568.6,3567.508561,0.073016989
3568,3567.537476,-0.532464982
3567.8,3567.566509,-0.686981915
3567.8,3567.595531,-0.630325576
3568,3567.62439,-0.387703771
3568,3567.652958,-0.35839844
3568.4,3567.681148,0.046109098
3568.4,3567.708921,0.027266666
3568.2,3567.736265,-0.176975615
3568.2,3567.763164,-0.167551228
3568.6,3567.789593,0.218092898
3568.4,3567.81555,-0.006436264
3568.6,3567.841057,0.171659849
3568.8,3567.866144,0.32785109
3568.4,3567.890856,-0.099947537
3568.8,3567.915227,0.275113043
3568.6,3567.939285,0.040678089
3569,3567.963069,0.397345802
3568.4,3567.98662,-0.229941165
3568.8,3568.009962,0.157847033
3569,3568.033108,0.311044215
3568.2,3568.056081,-0.495107466
3568.2,3568.078853,-0.450934521
3568.2,3568.101334,-0.408356903
3568.2,3568.123418,-0.367401925
3568,3568.145,-0.515909699
3567.6,3568.165962,-0.830298517
3567.6,3568.186144,-0.725032091
3567.6,3568.205366,-0.625910959
3568.2,3568.223476,0.030667727
3568.2,3568.240399,0.047152231
3567.8,3568.256112,-0.31317098
3567.4,3568.270573,-0.627457178
3568.2,3568.283701,0.228207891
3566.8,3568.295418,-1.083568863
3567,3568.305601,-0.728416743
3566.2,3568.314046,-1.347273649
3567.4,3568.320527,-0.002993767
3568.2,3568.32492,0.80892633
3568.2,3568.327282,0.769607203
3567.2,3568.327755,-0.208124578
3567,3568.326404,-0.31588209
3567.6,3568.323218,0.344445345
3567.6,3568.318201,0.362510574
3567.6,3568.311424,0.37740771
3568.2,3568.302993,0.952769121
3568.2,3568.293074,0.891066082
3567.8,3568.281862,0.455601461
3568,3568.269532,0.632684715
3568,3568.256233,0.597255634
3568.2,3568.242115,0.750169524
3568.2,3568.227346,0.692253467
3568.4,3568.212104,0.824306138
3568,3568.196565,0.37146101
3568,3568.180872,0.345110727
3567.6,3568.165117,-0.056278036
3567.6,3568.149336,-0.034192846
3568,3568.133543,0.361197798
3568,3568.117777,0.331558851
3568,3568.10211,0.302865031
3567,3568.086593,-0.663948004
3567.6,3568.071202,-0.009228124
3568,3568.055895,0.380366213
3568.2,3568.040703,0.533214228
3568,3568.02572,0.28821837
3568,3568.011041,0.25754374
3567.2,3567.996718,-0.523050157
3567.2,3567.982722,-0.456623369
3567,3567.96895,-0.58268516
3567.2,3567.95528,-0.31398981
3567.2,3567.941606,-0.262504927
3568,3567.927873,0.536200401
3567.4,3567.914095,-0.078085353
3567.2,3567.900298,-0.243608886
3566.4,3567.88644,-0.951198118
3566.8,3567.872392,-0.44107703
3567,3567.858013,-0.175416489
3567,3567.843212,-0.12724326
3567,3567.827944,-0.083374409
3567.2,3567.812188,0.144215834
3567.2,3567.795951,0.156496316
3567.6,3567.779276,0.542225415
3567.2,3567.762236,0.127442864
3567.2,3567.744902,0.136604038
3567.8,3567.727337,0.707357846
3567.4,3567.709634,0.266496507
3568,3567.69191,0.814839524
3567.4,3567.674296,0.165358848
3567.4,3567.656894,0.154595304
3567.2,3567.639758,-0.044118751
3567.4,3567.62291,0.156331429
3567.2,3567.606362,-0.043971868
3567,3567.590117,-0.220587163
3567.2,3567.574155,6.66E-04
3567.4,3567.558461,0.195543287
3567.2,3567.543045,-0.009944924
3568,3567.527948,0.747718397
3568,3567.513265,0.658705851
3568.6,3567.499162,1.13824046
3568.6,3567.485861,0.988495438
3568.6,3567.473606,0.848111132
3568,3567.462608,0.153354466
3568.8,3567.453018,0.852922025
3568.8,3567.444978,0.710825038
3568.6,3567.43865,0.39079686
3568.6,3567.434172,0.291735113
3568.8,3567.431642,0.388197574
3568.8,3567.431144,0.28065984
3569,3567.432762,0.36957231
3568.8,3567.436569,0.067542367
3569,3567.44262,0.174206313
3569.2,3567.450958,0.264838336
3569.6,3567.461642,0.528426604
3570,3567.474775,0.754677248
3570,3567.490502,0.570535145
3570,3567.508975,0.401318927
3570.4,3567.530328,0.622044626
3570.4,3567.554687,0.433627083
3570.6,3567.582177,0.449118835
3570.6,3567.612907,0.268582271
3570.4,3567.646955,-0.083574473
3570.4,3567.684347,-0.208853902
3570.6,3567.725058,-0.133088163
3570.8,3567.769053,-0.068362692
3570.6,3567.816293,-0.389466972
3570.8,3567.866724,-0.297122679
3570.4,3567.920255,-0.779857697
3570.6,3567.976753,-0.639133941
3571,3568.036067,-0.325101521
3570.6,3568.098059,-0.79953863
3570.4,3568.162571,-1.02657867
3570.4,3568.229393,-1.033543479
3570.4,3568.298274,-1.033951924
3570.6,3568.368965,-0.840515956
3570.6,3568.441232,-0.852983284
3570.2,3568.514848,-1.234563702
3570.2,3568.589555,-1.187314525
3570.2,3568.665066,-1.13758835
3569.8,3568.74108,-1.461412288
3568,3568.817225,-3.051053489
3569.6,3568.893005,-1.237049633
3569.8,3568.967948,-0.941993859
3568.4,3569.041689,-2.176241458
3570,3569.113884,-0.429828367
3570,3569.184251,-0.387266635
3568.8,3569.2526,-1.471903583
3569.4,3569.318721,-0.725069965
3569.4,3569.38238,-0.62218011
3568.4,3569.44336,-1.463422833
3568.4,3569.501404,-1.252621407
3568.8,3569.55622,-0.678731885
3568.8,3569.607566,-0.539943679
3568.4,3569.655265,-0.785756014
3568.4,3569.699153,-0.617493202
3568.4,3569.739069,-0.460781875
3568.2,3569.774871,-0.503113088
3567.6,3569.806424,-0.908370418
3568.6,3569.833589,0.247664934
3568.6,3569.8563,0.330454929
3568.6,3569.874593,0.405167196
3568.8,3569.888567,0.659933998
3568.6,3569.898346,0.508020209
3568.8,3569.904075,0.749721903
3569.4,3569.905932,1.33661041
3569,3569.904157,0.908590738
3569.8,3569.899033,1.654446147
3568.8,3569.890858,0.612426168
3569,3569.879898,0.818433262
3570.6,3569.866409,2.311189871
3570.6,3569.850767,2.110006476
3570,3569.833451,1.355017942
3570,3569.814894,1.243740221
3570,3569.795438,1.137214316
3570.4,3569.775392,1.411028465
3570.2,3569.755064,1.078841548
3571.2,3569.734781,1.904765855
3571.2,3569.714917,1.679542943
3571.4,3569.695889,1.655483696
3571.2,3569.678107,1.245164007
3570.6,3569.661908,0.496910142
3570.4,3569.647513,0.207256451
3570.8,3569.63504,0.511924468
3570.4,3569.624574,0.023648027
3571.6,3569.616204,1.093459682
3570,3569.610032,-0.602732615
3570,3569.606086,-0.59371358
3570.4,3569.604281,-0.207717799
3570.2,3569.604512,-0.431130984
3570.2,3569.606686,-0.438972301
3570,3569.610697,-0.632179307
3570,3569.616412,-0.61166397
3569,3569.623654,-1.529585552
3569.2,3569.632168,-1.202046272
3569.2,3569.641646,-1.092983684
3570.6,3569.651836,0.325410814
3570,3569.662621,-0.304849992
3569.4,3569.673942,-0.858948616
3571.4,3569.685735,1.100004864
3571.4,3569.698042,0.940817274
3571.4,3569.711051,0.792782113
3571.4,3569.724978,0.65547846
3571.4,3569.740003,0.528488749
3570.4,3569.756245,-0.527692636
3570.4,3569.773708,-0.517302064
3570,3569.792284,-0.880992586
3570,3569.811801,-0.820447854
3569.4,3569.832043,-1.325115476
3569.2,3569.852741,-1.385153737
3569,3569.873571,-1.427951636
3569.4,3569.894204,-0.891444875
3568.6,3569.914332,-1.53812857
3569,3569.933656,-0.969358414
3568.8,3569.951881,-1.022980569
3568.6,3569.968742,-1.0614011
3568.2,3569.983976,-1.273705676
3568.8,3569.997317,-0.510599949
3568.2,3570.008536,-0.958742163
3568.8,3570.01745,-0.217759288
3568.4,3570.023919,-0.499457471
3568,3570.027823,-0.741785682
3568,3570.029021,-0.571814422
3568,3570.027363,-0.414983731
3568,3570.022726,-0.270790201
3568,3570.015024,-0.13873121
3568.2,3570.004211,0.169512657
3568.2,3569.990289,0.255205445
3569.2,3569.973334,1.27085662
3570.6,3569.953571,2.535463022
3570.2,3569.931422,1.943792991
3571.2,3569.907429,2.724046578
3571.6,3569.882194,2.829673463
3570.4,3569.856336,1.399828838
3571.8,3569.830415,2.570163227
3572.2,3569.804969,2.643701357
3572.2,3569.780599,2.312283903
3572.4,3569.757915,2.189075095
3571,3569.737434,0.55950846
3570.8,3569.719493,0.242722201
3570.8,3569.704239,0.146833202
3570.6,3569.69172,-0.129218637
3570.8,3569.681946,0.0013463
3570.4,3569.674897,-0.449541713
3571,3569.670528,0.092735242
3571,3569.668808,0.004349009
3571,3569.669728,-0.076115291
3571.2,3569.673286,0.038830422
3571,3569.679472,-0.238196617
3571,3569.688255,-0.295368056
3570,3569.699547,-1.285073936
3570,3569.713156,-1.211464698
3570,3569.728805,-1.139471907
3570,3569.746201,-1.069164726
3570,3569.765072,-1.000608231
3569,3569.785129,-1.872954665
3570,3569.80605,-0.750994448
3569,3569.827508,-1.634654142
3569.6,3569.849195,-0.899491731
3569,3569.870809,-1.371317054
3570,3569.892079,-0.274354419
3570,3569.912818,-0.243473975
3570,3569.932927,-0.213841189
3570.2,3569.952355,0.002343076
3570.2,3569.971075,0.005829796
3570.4,3569.989088,0.197349848
3570.4,3570.006418,0.177613843
3570.2,3570.023099,-0.028324707
3570,3570.039145,-0.209145086
3570,3570.054534,-0.178626282
3570,3570.069223,-0.149728465
3570,3570.083173,-0.122436315
3569,3570.09632,-1.035822612
3569,3570.108524,-0.893691419
3569.2,3570.119583,-0.572809535
3569,3570.129309,-0.659953494
3569,3570.137542,-0.542687348
