value,filter
3703.4,3707.825383
3703.2,3707.710375
3703.2,3707.580385
3703.2,3707.437117
3703.2,3707.282198
3703,3707.117176
3701.8,3706.943479
3703,3706.762381
3701.8,3706.575061
3703.2,3706.382656
3702,3706.186265
3703,3705.986945
3702.4,3705.785702
3702.2,3705.58348
3702,3705.381115
3702,3705.179345
3701.6,3704.978824
3701.4,3704.780123
3701.8,3704.583736
3701.8,3704.390135
3701.8,3704.199789
3701.4,3704.013131
3701.4,3703.830528
3701.2,3703.652272
3701,3703.478599
3700.4,3703.309668
3700.2,3703.145545
3700,3702.986208
3700.2,3702.831595
3699.8,3702.681635
3699.8,3702.536241
3699.2,3702.395293
3698.8,3702.258608
3699.4,3702.125955
3699.6,3701.99714
3699.4,3701.872044
3698.6,3701.750559
3698.8,3701.632516
3698.4,3701.5177
3698,3701.405868
3698.4,3701.296762
3698,3701.190134
3698.4,3701.085773
3699,3700.98353
3699.4,3700.883368
3699.4,3700.785364
3698.6,3700.68962
3699.6,3700.596204
3699.4,3700.505192
3698.6,3700.416677
3699.6,3700.330716
3698.6,3700.247342
3699.4,3700.166585
3699,3700.088471
3699.2,3700.013034
3698.6,3699.94029
3698.4,3699.870198
3698,3699.802642
3698.2,3699.737456
3698,3699.674458
3698,3699.613477
3697.8,3699.554346
3697.4,3699.496878
3697.2,3699.440856
3698.4,3699.386065
3698.6,3699.332402
3698.4,3699.27989
3698,3699.228578
3698.4,3699.178477
3698.6,3699.129598
3698.6,3699.081996
3698.6,3699.035749
3698.6,3698.990934
3698.6,3698.947617
3698.6,3698.905858
3698.6,3698.865704
3699.2,3698.827217
3699,3698.79049
3699,3698.75564
3699.2,3698.722767
3699,3698.69196
3698.8,3698.663285
3699.2,3698.63677
3698.6,3698.612428
3698.2,3698.590223
3698.6,3698.57005
3698.6,3698.551789
3698,3698.535328
3698,3698.520521
3698,3698.507177
3698,3698.495102
3698,3698.484119
3697.8,3698.47406
3698,3698.464762
3697.8,3698.456071
3697.8,3698.447844
3697.8,3698.43994
3697.6,3698.432224
3698,3698.42457
3697.4,3698.416872
3697.4,3698.40901
3697.2,3698.400838
3697.4,3698.392201
3697.2,3698.382964
3698,3698.373029
3697.2,3698.362353
3697.2,3698.3509
3697.8,3698.33862
3697.4,3698.325491
3698,3698.311541
3697.4,3698.29682
3697.8,3698.281382
3697.8,3698.265283
3698,3698.248604
3697.6,3698.231443
3697.4,3698.213869
3698.6,3698.19594
3698.8,3698.177795
3698.4,3698.159666
3698.4,3698.141782
3698.4,3698.124315
3698.6,3698.107414
3697.4,3698.091193
3697.6,3698.075668
3697.2,3698.060759
3697,3698.046337
3697,3698.032241
3696.6,3698.018288
3696.2,3698.004268
3695.8,3697.989917
3695.4,3697.974915
3696,3697.958924
3695.4,3697.941645
3695.4,3697.922816
3695.4,3697.902186
3696.6,3697.879571
3697.2,3697.85495
3696,3697.828447
3695.6,3697.800161
3695.6,3697.770079
3696.8,3697.738173
3695.4,3697.704492
3695.4,3697.669083
3695.6,3697.631925
3695.6,3697.593
3695.4,3697.552324
3695.4,3697.509923
3695.4,3697.465824
3695.4,3697.420067
3696.8,3697.372753
3695.4,3697.324073
3695.2,3697.274212
3695.2,3697.223255
3696.8,3697.171283
3695.2,3697.118476
3695.2,3697.065011
3696,3697.010992
3697,3696.956578
3697,3696.902083
3697.6,3696.847927
3697.6,3696.79457
3696,3696.742431
3696,3696.691761
3696,3696.642642
3697.8,3696.595151
3697.8,3696.549514
3697.8,3696.506085
3697.8,3696.465221
3697.8,3696.42723
3698.2,3696.392382
3697.8,3696.360922
3698.4,3696.333068
3697.6,3696.308999
3698,3696.288832
3698.2,3696.272634
3697.4,3696.260446
3697.2,3696.252231
3697.2,3696.247847
3697.2,3696.247102
3698,3696.249816
3698.2,3696.255883
3698.4,3696.265274
3698.6,3696.278002
3698.6,3696.294093
3698.8,3696.31357
3698.4,3696.336435
3698.4,3696.362644
3698.2,3696.39209
3698.8,3696.424638
3699,3696.460181
3699.8,3696.49868
3699.8,3696.540175
3698.2,3696.584698
3699.8,3696.632179
3699.8,3696.682518
3698.2,3696.735644
3699.8,3696.791416
3699.6,3696.849668
3699.4,3696.910295
3699.8,3696.973195
3697,3697.038176
3699.2,3697.104889
3699.2,3697.172955
3698,3697.242091
3698,3697.311982
3698.4,3697.382235
3698,3697.452475
3697,3697.522322
3696.8,3697.591314
3696.8,3697.658916
3697.8,3697.724634
3697.8,3697.78811
3698,3697.849125
3698,3697.907537
3697,3697.963212
3697.8,3698.015983
3697.8,3698.065693
3698,3698.112261
3698,3698.155668
3698.4,3698.19594
3698,3698.233143
3697.8,3698.267342
3697.6,3698.298563
3698,3698.326806
3698,3698.352101
3698,3698.374518
3698.2,3698.39415
3698.4,3698.411121
3698.2,3698.425583
3698.4,3698.437699
3698,3698.447618
3697.8,3698.455458
3697.8,3698.461289
3697.2,3698.465142
3697,3698.466989
3697,3698.466754
3696.8,3698.464341
3696.8,3698.459661
3696.4,3698.452624
3696.8,3698.443138
3696.8,3698.431144
3696,3698.41661
3696,3698.399473
3696,3698.379629
3695.6,3698.356975
3695.8,3698.331419
3695.2,3698.302871
3696,3698.271257
3695.4,3698.236546
3695.4,3698.198744
3695,3698.157844
3695,3698.113822
3695,3698.066653
3695,3698.016338
3694,3697.962885
3693.6,3697.906234
3693.6,3697.846249
3694.4,3697.782807
3694.2,3697.715892
3694.2,3697.645582
3694.4,3697.572
3693.6,3697.495284
3693,3697.415526
3693,3697.332731
3694.2,3697.246905
3693.6,3697.158165
3693.2,3697.066697
3694,3696.972676
3694.8,3696.87634
3693.4,3696.778023
3693.4,3696.678031
3695,3696.576614
3695.2,3696.474133
3695.2,3696.371094
3696.4,3696.268073
3696.6,3696.165717
3696.6,3696.064737
3695.6,3695.965798
3696.6,3695.869442
3695,3695.776104
3695.4,3695.686097
3695.2,3695.599612
3695,3695.516779
3695,3695.437678
3696,3695.362381
3694.6,3695.290978
3695,3695.223517
3693.6,3695.159925
3693.6,3695.099997
3695,3695.043471
3694.8,3694.990178
3695,3694.94007
3694.8,3694.893127
3694,3694.84929
3695.6,3694.808461
3694.8,3694.77058
3694.4,3694.735618
3694.2,3694.703471
3694.2,3694.67396
3694.4,3694.646888
3695.6,3694.622121
3695.6,3694.599649
3694.6,3694.579535
3695.4,3694.56179
3696,3694.546415
3695,3694.533457
3695,3694.522934
3695,3694.514776
3695,3694.508876
3695,3694.505125
3694.4,3694.503394
3694.8,3694.503515
3695.6,3694.505331
3694.6,3694.508751
3694.8,3694.51368
3695,3694.519983
3696,3694.527562
3695.2,3694.53641
3696,3694.546555
3696,3694.558037
3696,3694.570929
3697,3694.585332
3696.6,3694.601396
3697.8,3694.619327
3697.8,3694.639388
3697.8,3694.661881
3697.6,3694.687081
3697.6,3694.715187
3697.6,3694.746329
3697.8,3694.780593
3697.2,3694.818022
3697,3694.858582
3698,3694.902179
3698,3694.948745
3697,3694.998243
3697,3695.050549
3698.6,3695.105479
3698.6,3695.162951
3698.8,3695.223006
3696.8,3695.285651
3696.8,3695.350705
3696.8,3695.417804
3697.8,3695.486567
3698,3695.556725
3698,3695.628118
3698.2,3695.700631
3698.2,3695.774162
3698,3695.848609
3698,3695.923843
3698.2,3695.999719
3699,3696.076119
3699,3696.153007
3699.2,3696.230409
3699.6,3696.30838
3699.6,3696.386999
3699.8,3696.466359
3699.8,3696.546545
3699.8,3696.627629
3699.8,3696.709651
3699.2,3696.792605
3699,3696.8764
3699.8,3696.960884
3698.8,3697.045904
3698.2,3697.131262
3698.2,3697.216641
3698.8,3697.30168
3698.2,3697.386061
3698.8,3697.469504
3699.4,3697.551786
3699,3697.632775
3699.4,3697.712392
3699.4,3697.790576
3698.8,3697.867272
3698.8,3697.942382
3698.8,3698.015763
3698.8,3698.087265
3699.4,3698.156773
3699.4,3698.224235
3699.6,3698.289661
3699.8,3698.353102
3699.8,3698.414638
3700,3698.474367
3700,3698.532399
3700,3698.588848
3701,3698.643845
3701.2,3698.697599
3701.2,3698.750396
3701.6,3698.80254
3701.8,3698.854338
3702,3698.906112
3701.4,3698.958161
3701.4,3699.010705
3701.4,3699.063877
3702,3699.117776
3701.8,3699.17252
3701.2,3699.22821
3702.2,3699.284891
3702.2,3699.342615
3700.6,3699.401426
3701,3699.461244
3701.6,3699.52189
3701.6,3699.583226
3701.8,3699.645181
3702,3699.707714
3701.8,3699.770801
3702,3699.83441
3701.8,3699.898499
3701.8,3699.963003
