value,filter
3574.4,0.27071388574045085
3574.4,0.30035938824778596
3574.4,0.32494022189238336
3574.0,-0.03083738446236775
3575.0,0.9709199456845976
3575.0,0.9085157541645574
3575.0,0.8469703806892105
3575.4,1.1620710340547895
3575.0,0.6798510851502593
3575.4,1.0003893798105001
3575.4,0.8993904971658697
3575.4,0.8028054233523186
3575.6,0.8984493631428071
3576.4,1.5383474232607135
3576.2,1.1506408924740068
3576.8,1.5496250553461648
3577.6,2.075656208706638
3576.8,1.019038631053252
3578.0,1.9549028943329663
3576.8,0.5086294288146751
3577.4,0.9161936362492955
3576.8,0.13817949680736352
3577.6,0.7618999224806373
3577.4,0.36324774139052446
3577.8,0.5683455091751097
3578.0,0.5529825228577009
3578.4,0.7188166297431309
3577.8,-0.08384147966780908
3578.8,0.7069134889455022
3577.8,-0.483781211151439
3580.0,1.4701823554661089
3580.0,1.1116907929723578
3580.0,0.7822214448090181
3577.8,-1.585431302710845
3579.0,-0.4739699337625799
3579.0,-0.6221298847785541
3579.0,-0.7530041571070563
3579.0,-0.8675029452478232
3577.6,-2.281250150049993
3577.6,-2.200482369320817
3578.4,-1.3652438423244448
3577.4,-2.312062508452241
3577.4,-2.1935547577379406
3577.4,-2.074988604951259
3578.0,-1.3932980236742845
3578.0,-1.3465554132712714
3578.6,-0.7328864592987412
3577.6,-1.6895614687459701
3578.8,-0.4551831343671089
3579.0,-0.30253180515715106
3578.2,-1.1048923717744357
3579.6,0.2617392404982615
3579.8,0.33823690672548795
3580.0,0.4032467563014772
3579.8,0.08192012130887019
3580.0,0.1734868844620045
3578.8,-1.0618926454414557
3580.0,0.11032094470562583
3580.2,0.20427627390814454
3581.0,0.8491359000139546
3581.8,1.411471802722282
3582.0,1.3331397174389525
3581.6,0.6900681481456526
3581.0,-0.070871142197523
3582.0,0.7601815230974012
3581.0,-0.3917754757365789
3581.2,-0.27893761886928753
3581.2,-0.3661732022687014
3581.8,0.12214361213796221
3581.4,-0.38810520160239653
3580.8,-1.023891985408726
3580.2,-1.5776895764696657
3581.4,-0.3644041942024845
3581.4,-0.41879116784199033
3580.0,-1.7784531724481858
3581.0,-0.7103355949065787
3581.0,-0.7017224019189737
3581.4,-0.31264981499675604
3581.4,-0.34209454553884444
3581.4,-0.36469535879815973
3581.8,-0.005373815534422288
3581.6,-0.25095211785471266
3580.8,-1.028135449154068
3581.6,-0.20222041513065425
3581.6,-0.2223484704524751
3581.8,-0.04930562019767548
3582.0,0.10502274759030383
3582.0,0.053877052777355855
3582.2,0.19752281233126284
