value,filter
3615.4,3619.7049262512455
3615.8,3619.6222612513648
3616.8,3619.538996866629
3617.0,3619.45522955064
3615.6,3619.3710631228973
3615.8,3619.286589350943
3616.8,3619.20188851939
3617.0,3619.117048016497
3617.0,3619.032166999445
3616.8,3618.9473464741873
3617.8,3618.8626859838437
3617.0,3618.778287260867
3616.8,3618.694248633167
3617.4,3618.6106590230443
3617.2,3618.5276043486615
3617.4,3618.445171284669
3617.4,3618.3634447788313
3617.0,3618.2825057206114
3617.8,3618.2024302597515
3619.4,3618.12330119494
3619.4,3618.045222410627
3619.6,3617.9683136072877
3619.6,3617.892695551218
3620.0,3617.818485233395
3620.0,3617.7457973377564
3620.0,3617.6747433668875
3620.4,3617.605430072279
3620.4,3617.5379609914617
3617.2,3617.4724243698997
3616.8,3617.4088653147423
3616.8,3617.3472837687323
3618.6,3617.287668007511
3619.0,3617.2300253680387
3619.0,3617.1743855227146
3618.6,3617.120783975256
3619.0,3617.0692503064006
3618.8,3617.0198091676903
3619.8,3616.972485731555
3618.8,3616.9273078022657
3621.2,3616.8843070411253
3621.4,3616.8435306279275
3621.8,3616.805046921758
3621.4,3616.768931199247
3621.4,3616.735251494606
3623.2,3616.7040718438175
3623.4,3616.675468110163
3623.8,3616.649531550713
3623.8,3616.6263571063064
3625.0,3616.6060391571327
3625.0,3616.588676551454
3624.0,3616.5743667974684
3624.0,3616.563189337996
3625.0,3616.555205654378
3625.0,3616.5504751750095
3624.0,3616.54905518979
3625.2,3616.550990252972
3625.2,3616.5563180329436
3625.2,3616.565077071791
3625.2,3616.577301296235
3624.8,3616.5930141192257
3625.2,3616.6122274282143
3625.8,3616.634947418876
3625.0,3616.661179332795
3624.6,3616.6909183836606
3625.0,3616.724142757977
3625.2,3616.7608221023725
3625.0,3616.80092475977
3625.0,3616.844414800517
3625.2,3616.8912499948797
3624.2,3616.9413806736115
3625.2,3616.9947471707937
3625.2,3617.0512864595867
3625.2,3617.110939143499
3625.2,3617.1736454976294
3623.8,3617.239336493848
3623.4,3617.3079223868103
3623.4,3617.3792910535362
3623.4,3617.4533200045694
3623.4,3617.5298854329003
3623.6,3617.608864707082
3623.8,3617.690138713963
3623.8,3617.7735933042886
3621.4,3617.8591086223805
3621.4,3617.946539332307
3623.8,3618.0357246530075
3623.4,3618.12652411428
3623.4,3618.218822548893
3623.4,3618.3125106923367
3621.8,3618.4074729670956
3621.6,3618.5035767776903
3621.6,3618.6006722617367
3621.6,3618.698605618056
3623.0,3618.797232386559
3623.0,3618.8964284032472
3623.0,3618.9960887827306
3622.8,3619.0961156587587
3621.6,3619.196406660983
3621.6,3619.296846359229
3621.6,3619.3973087762242
