value,filter
0.0,3.131638886637784E261
3694.4,3.3591834575113626E261
3694.6,3.599754514713919E261
3694.6,3.8541112043288933E261
3700.2,4.123077329661735E261
3699.2,4.407548503692731E261
3702.4,4.708500018106842E261
3697.2,5.026995484597046E261
3695.2,5.36419630724272E261
3695.2,5.7213720479834695E261
3695.4,6.099911750545018E261
3699.2,6.501336291631923E261
3698.0,6.92731183178721E261
3695.2,7.379664442037647E261
3698.8,7.860395986302278E261
3697.0,8.37170134355009E261
3698.6,8.91598705786069E261
3698.6,9.495891508880676E261
3698.4,1.0114306699689207E262
3698.4,1.0774401763800845E262
3696.8,1.1479648297953403E262
3696.8,1.223384763246578E262
3698.4,1.3041160156319171E262
3696.8,1.390613681973074E262
3697.4,1.4833752942871634E262
3698.6,1.5829444465555E262
3700.0,1.689914677921304E262
3700.0,1.8049336289327457E262
3698.6,1.928707486371171E262
3697.2,2.062005732970536E262
3701.0,2.2056662191473808E262
3702.2,2.3606005747258727E262
3702.2,2.5277999795650394E262
3702.2,2.7083413129813837E262
3702.6,2.9033937029162285E262
3702.4,3.114225496930503E262
3700.6,3.3422116783278456E262
3702.4,3.588841752018097E262
3700.0,3.8557281261463736E262
3698.6,4.144615017037577E262
3700.8,4.4573879066523376E262
3698.8,4.796083583528216E262
3700.8,5.162900800099612E262
3699.2,5.560211581361177E262
3700.4,5.990573222071977E262
3699.2,6.45674101210098E262
3700.4,6.961681732098335E262
3699.0,7.508587964450681E262
3700.4,8.100893267450872E262
3700.4,8.74228826379059E262
3700.6,9.436737697873984E262
3700.6,1.018849852005433E263
3699.0,1.1002139059713459E263
3700.4,1.1882559353132171E263
3698.6,1.283501269633217E263
3698.4,1.3865128497496337E263
3700.2,1.4978936508181723E263
3698.4,1.6182892517313641E263
3700.4,1.748390559687396E263
3700.4,1.8889366993255896E263
3699.4,2.0407180763433647E263
3698.8,2.204579626036867E263
3698.4,2.3814242577424148E263
3698.4,2.57221650669646E263
3698.4,2.7779864053758066E263
3698.8,2.9998335869252155E263
3698.8,3.238931633823782E263
3699.0,3.4965326854820323E263
3699.2,3.773972318996082E263
3698.8,4.0726747178108085E263
3700.0,4.39415814355845E263
3699.2,4.7400407268401003E263
3699.2,5.112046593203859E263
3700.4,5.512012341044546E263
3699.4,5.94189388860661E263
3700.4,6.403773707715785E263
